Club,Position,Probability,Cumulative
Vasco da Gama / RJ,20,0.599018,0.599018
Atlético Mineiro / MG,20,5e-06,5e-06
Cuiabá / MT,20,3.6e-05,3.6e-05
Bahia / BA,20,0.0523,0.0523
América / MG,20,0.160447,0.160447
Cruzeiro / MG,20,1e-06,1e-06
Coritiba / PR,20,0.117725,0.117725
Corinthians / SP,20,0.001722,0.001722
Santos / SP,20,0.012411,0.012411
Goiás / GO,20,0.056299,0.056299
Internacional / RS,20,3.6e-05,3.6e-05
Atlético Mineiro / MG,19,5.4e-05,5.9e-05
Coritiba / PR,19,0.224482,0.342207
Internacional / RS,19,0.000429,0.000465
Cruzeiro / MG,19,3.8e-05,3.9e-05
Corinthians / SP,19,0.007574,0.009296
Santos / SP,19,0.048237,0.060648
São Paulo / SP,19,1e-06,1e-06
Cuiabá / MT,19,0.000372,0.000408
Fluminense / RJ,19,1e-06,1e-06
Bahia / BA,19,0.139823,0.192123
Fortaleza / CE,19,8e-06,8e-06
Goiás / GO,19,0.143106,0.199405
América / MG,19,0.229421,0.389868
Vasco da Gama / RJ,19,0.206454,0.8054720000000001
Vasco da Gama / RJ,18,0.101131,0.906603
Atlético Mineiro / MG,18,0.000281,0.00034
Cruzeiro / MG,18,0.000178,0.000217
América / MG,18,0.195329,0.585197
Corinthians / SP,18,0.019797,0.029093
Coritiba / PR,18,0.219123,0.56133
Internacional / RS,18,0.002119,0.002584
Cuiabá / MT,18,0.001773,0.002181
Santos / SP,18,0.094117,0.154765
Fortaleza / CE,18,5.5e-05,6.3e-05
Goiás / GO,18,0.182958,0.382363
Fluminense / RJ,18,1.3e-05,1.4e-05
Bahia / BA,18,0.183126,0.37524900000000005
Santos / SP,17,0.146832,0.301597
Goiás / GO,17,0.20042,0.582783
Internacional / RS,17,0.007754,0.010338
Bahia / BA,17,0.203506,0.578755
Atlético Mineiro / MG,17,0.001204,0.001544
Coritiba / PR,17,0.177797,0.739127
Corinthians / SP,17,0.041633,0.07072600000000001
América / MG,17,0.161133,0.74633
Cuiabá / MT,17,0.005876,0.008057
Cruzeiro / MG,17,0.000894,0.001111
São Paulo / SP,17,5e-06,6e-06
Fortaleza / CE,17,0.000255,0.00031800000000000003
Fluminense / RJ,17,4.3e-05,5.7e-05
Red Bull Bragantino / SP,17,2e-06,2e-06
Vasco da Gama / RJ,17,0.052637,0.9592400000000001
Athletico Paranaense / PR,17,9e-06,9e-06
Corinthians / SP,16,0.082537,0.153263
Fluminense / RJ,16,0.00025,0.000307
Flamengo / RJ,16,2e-06,2e-06
Fortaleza / CE,16,0.001213,0.0015310000000000002
Cuiabá / MT,16,0.017984,0.026041
Cruzeiro / MG,16,0.003647,0.004758
Goiás / GO,16,0.187727,0.77051
Santos / SP,16,0.20455,0.506147
Coritiba / PR,16,0.131478,0.8706050000000001
Internacional / RS,16,0.023513,0.033851
Red Bull Bragantino / SP,16,1.2e-05,1.4e-05
Grêmio / RS,16,1e-06,1e-06
Atlético Mineiro / MG,16,0.004413,0.0059570000000000005
São Paulo / SP,16,3.6e-05,4.2000000000000004e-05
América / MG,16,0.124987,0.871317
Bahia / BA,16,0.191582,0.770337
Vasco da Gama / RJ,16,0.025974,0.985214
Athletico Paranaense / PR,16,9.4e-05,0.000103
América / MG,15,0.080379,0.951696
Red Bull Bragantino / SP,15,0.000131,0.000145
Coritiba / PR,15,0.081398,0.952003
Santos / SP,15,0.248125,0.754272
Internacional / RS,15,0.064993,0.09884399999999999
São Paulo / SP,15,0.000285,0.000327
Goiás / GO,15,0.13585,0.90636
Vasco da Gama / RJ,15,0.01095,0.996164
Cruzeiro / MG,15,0.01386,0.018618000000000003
Corinthians / SP,15,0.154985,0.308248
Fortaleza / CE,15,0.00496,0.006491
Atlético Mineiro / MG,15,0.015028,0.020985
Fluminense / RJ,15,0.001382,0.001689
Flamengo / RJ,15,2.7e-05,2.9e-05
Grêmio / RS,15,4e-06,4.9999999999999996e-06
Palmeiras / SP,15,2e-06,2e-06
Cuiabá / MT,15,0.049386,0.075427
Athletico Paranaense / PR,15,0.000552,0.000655
Bahia / BA,15,0.137703,0.90804
América / MG,14,0.032755,0.9844510000000001
Athletico Paranaense / PR,14,0.002933,0.003588
Santos / SP,14,0.141238,0.89551
Palmeiras / SP,14,5e-06,7.000000000000001e-06
Fortaleza / CE,14,0.018319,0.02481
Flamengo / RJ,14,0.000182,0.000211
Atlético Mineiro / MG,14,0.047046,0.068031
Cuiabá / MT,14,0.123996,0.199423
Cruzeiro / MG,14,0.047473,0.06609100000000001
Fluminense / RJ,14,0.006575,0.008264
Vasco da Gama / RJ,14,0.003082,0.9992460000000001
Red Bull Bragantino / SP,14,0.000793,0.000938
São Paulo / SP,14,0.001802,0.002129
Goiás / GO,14,0.060529,0.966889
Bahia / BA,14,0.060667,0.968707
Coritiba / PR,14,0.033092,0.985095
Internacional / RS,14,0.157938,0.25678199999999995
Corinthians / SP,14,0.261521,0.569769
Grêmio / RS,14,5.4e-05,5.9e-05
São Paulo / SP,13,0.006484,0.008612999999999999
Red Bull Bragantino / SP,13,0.003172,0.00411
Palmeiras / SP,13,6.2e-05,6.9e-05
Bahia / BA,13,0.020881,0.989588
Corinthians / SP,13,0.182308,0.752077
Cuiabá / MT,13,0.191294,0.390717
Fluminense / RJ,13,0.019025,0.027289
Internacional / RS,13,0.218596,0.47537799999999997
Grêmio / RS,13,0.000246,0.00030500000000000004
Vasco da Gama / RJ,13,0.000592,0.999838
Fortaleza / CE,13,0.045713,0.070523
Atlético Mineiro / MG,13,0.095933,0.163964
Athletico Paranaense / PR,13,0.00988,0.013468
Flamengo / RJ,13,0.001048,0.0012590000000000001
Coritiba / PR,13,0.010395,0.99549
Santos / SP,13,0.061164,0.956674
Cruzeiro / MG,13,0.101054,0.16714500000000002
América / MG,13,0.010444,0.994895
Goiás / GO,13,0.021709,0.988598
Fortaleza / CE,12,0.080574,0.151097
Flamengo / RJ,12,0.00309,0.0043490000000000004
São Paulo / SP,12,0.016283,0.024895999999999998
Grêmio / RS,12,0.000909,0.001214
Santos / SP,12,0.025731,0.9824050000000001
Palmeiras / SP,12,0.000234,0.000303
Coritiba / PR,12,0.003191,0.998681
Red Bull Bragantino / SP,12,0.008918,0.013028000000000001
Goiás / GO,12,0.007453,0.996051
Vasco da Gama / RJ,12,0.000121,0.999959
Bahia / BA,12,0.006965,0.996553
Fluminense / RJ,12,0.039774,0.067063
Internacional / RS,12,0.190056,0.665434
Cuiabá / MT,12,0.190846,0.5815629999999999
Cruzeiro / MG,12,0.147912,0.31505700000000003
América / MG,12,0.003452,0.998347
Corinthians / SP,12,0.112827,0.864904
Athletico Paranaense / PR,12,0.022822,0.03629
Atlético Mineiro / MG,12,0.138842,0.302806
Internacional / RS,11,0.136999,0.802433
Grêmio / RS,11,0.002358,0.0035719999999999997
Goiás / GO,11,0.002642,0.998693
Palmeiras / SP,11,0.000715,0.001018
América / MG,11,0.001142,0.9994890000000001
Athletico Paranaense / PR,11,0.042092,0.078382
Fortaleza / CE,11,0.117897,0.268994
Fluminense / RJ,11,0.067651,0.134714
Cruzeiro / MG,11,0.173868,0.488925
Flamengo / RJ,11,0.008082,0.012431000000000001
Vasco da Gama / RJ,11,3.2e-05,0.9999910000000001
São Paulo / SP,11,0.032625,0.057521
