Club,Position,Probability,Cumulative
Vasco da Gama / RJ,20,0.542607,0.542607
Fortaleza / CE,20,1e-06,1e-06
Cruzeiro / MG,20,6e-06,6e-06
Santos / SP,20,0.009894,0.009894
Cuiabá / MT,20,6.8e-05,6.8e-05
Coritiba / PR,20,0.136808,0.136808
Corinthians / SP,20,0.002798,0.002798
América / MG,20,0.228332,0.228332
Bahia / BA,20,0.03389,0.03389
Atlético Mineiro / MG,20,1e-05,1e-05
Internacional / RS,20,7.8e-05,7.8e-05
Goiás / GO,20,0.045508,0.045508
Fluminense / RJ,19,2e-06,2e-06
Coritiba / PR,19,0.241842,0.37865000000000004
São Paulo / SP,19,1e-06,1e-06
Fortaleza / CE,19,1.8e-05,1.9e-05
Corinthians / SP,19,0.012305,0.015103
Goiás / GO,19,0.114365,0.159873
Internacional / RS,19,0.000758,0.0008359999999999999
Cruzeiro / MG,19,8.8e-05,9.4e-05
Vasco da Gama / RJ,19,0.235473,0.7780799999999999
Atlético Mineiro / MG,19,0.000106,0.000116
América / MG,19,0.268362,0.49669399999999997
Bahia / BA,19,0.089738,0.123628
Santos / SP,19,0.036286,0.04618
Cuiabá / MT,19,0.000656,0.000724
Atlético Mineiro / MG,18,0.000623,0.000739
Coritiba / PR,18,0.242142,0.620792
Corinthians / SP,18,0.031961,0.047064
Athletico Paranaense / PR,18,3e-06,3e-06
Bahia / BA,18,0.145235,0.268863
Santos / SP,18,0.077707,0.123887
São Paulo / SP,18,5e-06,6e-06
Vasco da Gama / RJ,18,0.119659,0.897739
Cruzeiro / MG,18,0.000468,0.000562
Cuiabá / MT,18,0.003189,0.003913
Red Bull Bragantino / SP,18,1e-06,1e-06
Flamengo / RJ,18,1e-06,1e-06
Internacional / RS,18,0.003829,0.004665
Goiás / GO,18,0.172118,0.331991
Fluminense / RJ,18,2.4e-05,2.6000000000000002e-05
Fortaleza / CE,18,0.000122,0.000141
América / MG,18,0.202913,0.699607
Santos / SP,17,0.132904,0.256791
Goiás / GO,17,0.210892,0.542883
Bahia / BA,17,0.193928,0.462791
Fortaleza / CE,17,0.000611,0.0007520000000000001
São Paulo / SP,17,3.3e-05,3.9e-05
Corinthians / SP,17,0.066187,0.11325099999999999
Internacional / RS,17,0.013561,0.018226
Fluminense / RJ,17,0.000148,0.000174
Coritiba / PR,17,0.170823,0.791615
Red Bull Bragantino / SP,17,4e-06,4.9999999999999996e-06
Cuiabá / MT,17,0.010789,0.014702
Cruzeiro / MG,17,0.002157,0.002719
Athletico Paranaense / PR,17,4.6e-05,4.9e-05
Atlético Mineiro / MG,17,0.002384,0.003123
Vasco da Gama / RJ,17,0.058709,0.956448
América / MG,17,0.136824,0.8364309999999999
Internacional / RS,16,0.035813,0.054039
São Paulo / SP,16,0.000147,0.000186
Cruzeiro / MG,16,0.007491,0.01021
Athletico Paranaense / PR,16,0.00024,0.000289
Cuiabá / MT,16,0.02855,0.043252
Corinthians / SP,16,0.116193,0.22944399999999998
Flamengo / RJ,16,7e-06,8e-06
Red Bull Bragantino / SP,16,5.5e-05,6e-05
Fluminense / RJ,16,0.00061,0.000784
Santos / SP,16,0.186375,0.443166
Vasco da Gama / RJ,16,0.027108,0.983556
Fortaleza / CE,16,0.002637,0.003389
Coritiba / PR,16,0.107585,0.8992
Goiás / GO,16,0.190381,0.7332639999999999
Atlético Mineiro / MG,16,0.007694,0.010817
Bahia / BA,16,0.202838,0.665629
América / MG,16,0.086276,0.9227069999999999
São Paulo / SP,15,0.000697,0.000883
Red Bull Bragantino / SP,15,0.000341,0.000401
Coritiba / PR,15,0.059315,0.958515
Cruzeiro / MG,15,0.021358,0.031568
Goiás / GO,15,0.134654,0.867918
Athletico Paranaense / PR,15,0.001044,0.001333
Santos / SP,15,0.21359,0.656756
Cuiabá / MT,15,0.064331,0.107583
Flamengo / RJ,15,8.9e-05,9.7e-05
