Club,Position,Probability,Cumulative
Oeste / SP,20,0.991946,0.991946
Paraná / PR,20,0.000358,0.000358
Botafogo / SP,20,0.007696,0.007696
Vitória / BA,19,0.024113,0.024113
Náutico / PE,19,0.012328,0.012328
Oeste / SP,19,0.007561,0.999507
Figueirense / SC,19,0.017961,0.017961
Paraná / PR,19,0.170297,0.170655
Botafogo / SP,19,0.76774,0.775436
Botafogo / SP,18,0.154856,0.930292
Vitória / BA,18,0.124932,0.149045
Confiança / SE,18,4e-06,4e-06
Náutico / PE,18,0.131336,0.14366400000000001
Oeste / SP,18,0.000493,1.0
Figueirense / SC,18,0.161254,0.179215
Paraná / PR,18,0.427125,0.59778
Figueirense / SC,17,0.250508,0.429723
Botafogo / SP,17,0.043236,0.973528
Paraná / PR,17,0.191232,0.789012
Náutico / PE,17,0.250911,0.394575
Vitória / BA,17,0.263949,0.41299399999999997
Confiança / SE,17,0.000164,0.000168
Confiança / SE,16,0.003614,0.003782
Paraná / PR,16,0.127466,0.916478
Brasil / RS,16,8.8e-05,8.8e-05
Figueirense / SC,16,0.265099,0.694822
CRB / AL,16,0.000106,0.000106
Náutico / PE,16,0.289234,0.683809
Botafogo / SP,16,0.01961,0.993138
Vitória / BA,16,0.294783,0.707777
CRB / AL,15,0.005022,0.005128000000000001
Brasil / RS,15,0.004603,0.004691000000000001
Náutico / PE,15,0.300928,0.984737
Confiança / SE,15,0.042041,0.045823
Paraná / PR,15,0.080528,0.997006
Vitória / BA,15,0.270636,0.978413
Figueirense / SC,15,0.289331,0.9841530000000001
Operário / PR,15,4.9e-05,4.9e-05
Botafogo / SP,15,0.006862,1.0
Paraná / PR,14,0.002994,1.0
Cruzeiro / MG,14,0.000356,0.000356
Figueirense / SC,14,0.012672,0.996825
Sampaio Corrêa / MA,14,0.011942,0.011942
Ponte Preta / SP,14,0.000458,0.000458
Avaí / SC,14,0.009467,0.009467
CRB / AL,14,0.123252,0.12838
Guarani / SP,14,0.037338,0.037338
Vitória / BA,14,0.017371,0.995784
Confiança / SE,14,0.648644,0.694467
Náutico / PE,14,0.013997,0.998734
Brasil / RS,14,0.098183,0.10287400000000001
Operário / PR,14,0.023326,0.023375
Brasil / RS,13,0.236603,0.33947700000000003
Vitória / BA,13,0.003816,0.9995999999999999
Confiança / SE,13,0.161165,0.855632
Cruzeiro / MG,13,0.005085,0.005441
Ponte Preta / SP,13,0.007959,0.008417000000000001
Operário / PR,13,0.084738,0.10811299999999999
Figueirense / SC,13,0.002873,0.999698
Avaí / SC,13,0.086232,0.095699
CRB / AL,13,0.255934,0.384314
Guarani / SP,13,0.123336,0.160674
Náutico / PE,13,0.001196,0.99993
Sampaio Corrêa / MA,13,0.031063,0.043005
Operário / PR,12,0.122467,0.23058
Figueirense / SC,12,0.000299,0.999997
Cruzeiro / MG,12,0.019056,0.024496999999999998
Avaí / SC,12,0.129779,0.225478
Guarani / SP,12,0.150388,0.311062
Vitória / BA,12,0.0004,1.0
