Club,Position,Probability,Cumulative
Avaí / SC,20,0.858121,0.858121
Fluminense / RJ,20,5e-06,5e-06
CSA / AL,20,0.001742,0.001742
Cruzeiro / MG,20,2.2e-05,2.2e-05
Ceará / CE,20,2e-06,2e-06
Chapecoense / SC,20,0.140108,0.140108
Vasco da Gama / RJ,19,1e-06,1e-06
Chapecoense / SC,19,0.734943,0.875051
Avaí / SC,19,0.137367,0.995488
Botafogo / RJ,19,4.7e-05,4.7e-05
CSA / AL,19,0.117981,0.119723
Ceará / CE,19,0.00176,0.0017620000000000001
Atlético / MG,19,1e-06,1e-06
Cruzeiro / MG,19,0.006307,0.006329
Fluminense / RJ,19,0.001537,0.001542
Fortaleza / CE,19,5.6e-05,5.6e-05
Atlético / MG,18,0.000368,0.000369
Fluminense / RJ,18,0.049907,0.051449
Ceará / CE,18,0.04006,0.041822
Fortaleza / CE,18,0.004799,0.004855
CSA / AL,18,0.667343,0.787066
Botafogo / RJ,18,0.00277,0.002817
Goiás / GO,18,1.8e-05,1.8e-05
Vasco da Gama / RJ,18,6.9e-05,7e-05
Avaí / SC,18,0.00433,0.999818
Chapecoense / SC,18,0.111047,0.986098
Cruzeiro / MG,18,0.119289,0.125618
Chapecoense / SC,17,0.011277,0.997375
Vasco da Gama / RJ,17,0.002107,0.002177
Fluminense / RJ,17,0.206902,0.258351
Ceará / CE,17,0.205101,0.246923
Goiás / GO,17,0.001418,0.001436
Botafogo / RJ,17,0.034053,0.03687
CSA / AL,17,0.142386,0.9294520000000001
Cruzeiro / MG,17,0.350991,0.476609
Avaí / SC,17,0.00017,0.999988
Bahia / BA,17,1.7e-05,1.7e-05
Fortaleza / CE,17,0.038283,0.043137999999999996
Atlético / MG,17,0.007295,0.007664000000000001
Cruzeiro / MG,16,0.250084,0.726693
Fluminense / RJ,16,0.247382,0.505733
Bahia / BA,16,0.00016,0.00017700000000000002
Goiás / GO,16,0.008988,0.010424
Atlético / MG,16,0.023466,0.03113
Fortaleza / CE,16,0.085904,0.129042
Athletico Paranaense / PR,16,1e-06,1e-06
Ceará / CE,16,0.246211,0.493134
Corinthians / SP,16,1e-06,1e-06
Chapecoense / SC,16,0.002182,0.999557
Vasco da Gama / RJ,16,0.009593,0.011770000000000001
Avaí / SC,16,1.2e-05,1.0
Botafogo / RJ,16,0.076791,0.113661
CSA / AL,16,0.049225,0.978677
CSA / AL,15,0.015638,0.9943150000000001
Atlético / MG,15,0.055739,0.086869
Fluminense / RJ,15,0.216346,0.722079
Botafogo / RJ,15,0.137646,0.251307
Ceará / CE,15,0.221331,0.714465
Chapecoense / SC,15,0.000372,0.9999290000000001
Athletico Paranaense / PR,15,2.2e-05,2.3e-05
Corinthians / SP,15,2e-06,3e-06
Cruzeiro / MG,15,0.143714,0.8704069999999999
Fortaleza / CE,15,0.145964,0.275006
Bahia / BA,15,0.001205,0.001382
Internacional / RS,15,2e-06,2e-06
Grêmio / RS,15,1e-06,1e-06
Vasco da Gama / RJ,15,0.02892,0.040690000000000004
Goiás / GO,15,0.033098,0.043522000000000005
Vasco da Gama / RJ,14,0.066571,0.10726100000000001
Internacional / RS,14,1.5e-05,1.7e-05
Cruzeiro / MG,14,0.070911,0.941318
Grêmio / RS,14,4.1e-05,4.2e-05
Chapecoense / SC,14,6e-05,0.999989
Fluminense / RJ,14,0.129079,0.851158
Bahia / BA,14,0.005735,0.007117
Botafogo / RJ,14,0.200018,0.451325
CSA / AL,14,0.004254,0.998569
Goiás / GO,14,0.086164,0.12968600000000002
Athletico Paranaense / PR,14,0.00014,0.00016299999999999998
Fortaleza / CE,14,0.196162,0.47116800000000003
Atlético / MG,14,0.104827,0.191696
Corinthians / SP,14,3.5e-05,3.7999999999999995e-05
Ceará / CE,14,0.135988,0.850453
Internacional / RS,13,0.00012,0.000137
Vasco da Gama / RJ,13,0.11714,0.22440100000000002
Atlético / MG,13,0.146171,0.33786700000000003
Chapecoense / SC,13,8e-06,0.999997
Cruzeiro / MG,13,0.034421,0.975739
Athletico Paranaense / PR,13,0.000687,0.00085
Corinthians / SP,13,0.000278,0.000316
Ceará / CE,13,0.079878,0.930331
Fluminense / RJ,13,0.075717,0.926875
Goiás / GO,13,0.143454,0.27314
Fortaleza / CE,13,0.185189,0.656357
CSA / AL,13,0.001096,0.999665
Botafogo / RJ,13,0.198815,0.6501399999999999
Bahia / BA,13,0.016771,0.023888
Grêmio / RS,13,0.000255,0.000297
Vasco da Gama / RJ,12,0.176216,0.400617
Grêmio / RS,12,0.00119,0.001487
São Paulo / SP,12,2e-05,2e-05
Fortaleza / CE,12,0.146315,0.802672
Cruzeiro / MG,12,0.015342,0.991081
Corinthians / SP,12,0.001325,0.001641
Athletico Paranaense / PR,12,0.002762,0.003612
Goiás / GO,12,0.196726,0.469866
Internacional / RS,12,0.000599,0.000736
Fluminense / RJ,12,0.041208,0.968083
Bahia / BA,12,0.040447,0.064335
CSA / AL,12,0.000272,0.9999370000000001
Atlético / MG,12,0.180309,0.518176
Chapecoense / SC,12,3e-06,1.0
Ceará / CE,12,0.041754,0.972085
Botafogo / RJ,12,0.155512,0.805652
Cruzeiro / MG,11,0.006492,0.997573
Santos / SP,11,1e-06,1e-06
Bahia / BA,11,0.083741,0.14807599999999999
Atlético / MG,11,0.197472,0.7156480000000001
Athletico Paranaense / PR,11,0.009322,0.012934000000000001
Vasco da Gama / RJ,11,0.217747,0.618364
Fortaleza / CE,11,0.106308,0.90898
Ceará / CE,11,0.019576,0.991661
CSA / AL,11,4.7e-05,0.9999840000000001
Fluminense / RJ,11,0.021249,0.989332
Botafogo / RJ,11,0.109257,0.914909
Goiás / GO,11,0.215041,0.684907
Internacional / RS,11,0.002819,0.003555
São Paulo / SP,11,0.000281,0.000301
Corinthians / SP,11,0.005383,0.007024
Grêmio / RS,11,0.005264,0.006751
Fluminense / RJ,10,0.008929,0.998261
Goiás / GO,10,0.198597,0.8835040000000001
Fortaleza / CE,10,0.065353,0.974333
Internacional / RS,10,0.01264,0.016195
Vasco da Gama / RJ,10,0.227347,0.845711
Atlético / MG,10,0.174725,0.890373
Grêmio / RS,10,0.019304,0.026055000000000002
Athletico Paranaense / PR,10,0.030492,0.043426
Bahia / BA,10,0.166141,0.31421699999999997
CSA / AL,10,1.6e-05,1.0
Botafogo / RJ,10,0.063059,0.9779680000000001
Corinthians / SP,10,0.021761,0.028784999999999998
Ceará / CE,10,0.007019,0.99868
São Paulo / SP,10,0.002504,0.002805
Santos / SP,10,2.3e-05,2.4e-05
Cruzeiro / MG,10,0.00209,0.999663
Fluminense / RJ,9,0.001515,0.999776
Bahia / BA,9,0.340848,0.655065
Goiás / GO,9,0.084189,0.967693
Ceará / CE,9,0.001137,0.9998170000000001
Fortaleza / CE,9,0.020372,0.994705
Botafogo / RJ,9,0.016989,0.994957
Corinthians / SP,9,0.091755,0.12054000000000001
Cruzeiro / MG,9,0.000295,0.999958
Vasco da Gama / RJ,9,0.104143,0.949854
Athletico Paranaense / PR,9,0.107977,0.151403
São Paulo / SP,9,0.018976,0.021781000000000002
Internacional / RS,9,0.062538,0.078733
Grêmio / RS,9,0.073726,0.09978100000000001
Santos / SP,9,0.000583,0.000607
Atlético / MG,9,0.074957,0.96533
Bahia / BA,8,0.174142,0.829207
Botafogo / RJ,8,0.003896,0.998853
Goiás / GO,8,0.023399,0.991092
Cruzeiro / MG,8,3.9e-05,0.999997
São Paulo / SP,8,0.056621,0.078402
Internacional / RS,8,0.14642,0.225153
Fluminense / RJ,8,0.000188,0.999964
Grêmio / RS,8,0.154111,0.253892
Atlético / MG,8,0.02355,0.98888
Corinthians / SP,8,0.177086,0.297626
Fortaleza / CE,8,0.004134,0.998839
Santos / SP,8,0.002681,0.0032879999999999997
Vasco da Gama / RJ,8,0.033367,0.983221
Ceará / CE,8,0.000155,0.999972
Athletico Paranaense / PR,8,0.200211,0.351614
Palmeiras / SP,7,1.9e-05,1.9e-05
Corinthians / SP,7,0.209449,0.5070749999999999
Grêmio / RS,7,0.183374,0.43726600000000004
Ceará / CE,7,2.3e-05,0.999995
Internacional / RS,7,0.182893,0.408046
Santos / SP,7,0.008524,0.011812
Atlético / MG,7,0.007882,0.996762
Botafogo / RJ,7,0.000894,0.999747
Fluminense / RJ,7,2.9e-05,0.999993
Bahia / BA,7,0.091294,0.920501
Fortaleza / CE,7,0.000927,0.999766
Vasco da Gama / RJ,7,0.011355,0.994576
Cruzeiro / MG,7,3e-06,1.0
São Paulo / SP,7,0.099594,0.177996
Goiás / GO,7,0.006527,0.997619
Athletico Paranaense / PR,7,0.197213,0.548827
Bahia / BA,6,0.04755,0.968051
Internacional / RS,6,0.197556,0.605602
Palmeiras / SP,6,0.000192,0.000211
São Paulo / SP,6,0.151582,0.329578
Santos / SP,6,0.022234,0.034046
Corinthians / SP,6,0.200987,0.708062
Vasco da Gama / RJ,6,0.003905,0.998481
Atlético / MG,6,0.002485,0.999247
Ceará / CE,6,5e-06,1.0
Fluminense / RJ,6,3e-06,0.999996
Grêmio / RS,6,0.19408,0.631346
Fortaleza / CE,6,0.000202,0.999968
Athletico Paranaense / PR,6,0.177175,0.726002
Botafogo / RJ,6,0.000211,0.999958
Goiás / GO,6,0.001833,0.999452
Santos / SP,5,0.057459,0.091505
Fortaleza / CE,5,2.7e-05,0.999995
Fluminense / RJ,5,4e-06,1.0
Palmeiras / SP,5,0.000985,0.001196
São Paulo / SP,5,0.219094,0.548672
Atlético / MG,5,0.000653,0.9999
Goiás / GO,5,0.000472,0.999924
Botafogo / RJ,5,3.7e-05,0.999995
Athletico Paranaense / PR,5,0.14782,0.873822
Corinthians / SP,5,0.167395,0.8754569999999999
Bahia / BA,5,0.022429,0.99048
Grêmio / RS,5,0.184323,0.815669
Internacional / RS,5,0.198069,0.803671
Vasco da Gama / RJ,5,0.001233,0.999714
Athletico Paranaense / PR,4,0.100237,0.974059
Atlético / MG,4,9.6e-05,0.999996
São Paulo / SP,4,0.31658,0.8652519999999999
Vasco da Gama / RJ,4,0.000275,0.999989
