Club,Position,Probability,Cumulative
América / MG,20,1.0,1.0
Santa Cruz / PE,19,1.0,1.0
Figueirense / SC,18,1.0,1.0
Sport / PE,17,0.069754,0.069754
Internacional / RS,17,0.927774,0.927774
Vitória / BA,17,0.002472,0.002472
Coritiba / PR,16,0.259361,0.259361
Vitória / BA,16,0.339704,0.342176
Internacional / RS,16,0.07076,0.998534
Sport / PE,16,0.330175,0.399929
Cruzeiro / MG,15,0.020742,0.020742
Vitória / BA,15,0.319635,0.6618109999999999
Sport / PE,15,0.24114,0.641069
Internacional / RS,15,0.001466,1.0
Coritiba / PR,15,0.417017,0.676378
Cruzeiro / MG,14,0.14587,0.166612
Sport / PE,14,0.358931,1.0
Vitória / BA,14,0.236508,0.898319
Coritiba / PR,14,0.258691,0.935069
Cruzeiro / MG,13,0.538903,0.705515
São Paulo / SP,13,0.088922,0.088922
Coritiba / PR,13,0.064931,1.0
Vitória / BA,13,0.101681,1.0
Ponte Preta / SP,13,0.046448,0.046448
Fluminense / RJ,13,0.159115,0.159115
São Paulo / SP,12,0.218569,0.307491
Ponte Preta / SP,12,0.156324,0.202772
Fluminense / RJ,12,0.389298,0.548413
Chapecoense / SC,12,0.074092,0.074092
Cruzeiro / MG,12,0.161717,0.867232
São Paulo / SP,11,0.312478,0.619969
Chapecoense / SC,11,0.162671,0.236763
Fluminense / RJ,11,0.261919,0.810332
Ponte Preta / SP,11,0.156131,0.35890299999999997
Cruzeiro / MG,11,0.106801,0.974033
Grêmio / RS,10,0.046562,0.046562
Chapecoense / SC,10,0.256943,0.493706
Cruzeiro / MG,10,0.025967,1.0
Ponte Preta / SP,10,0.22852,0.587423
São Paulo / SP,10,0.286946,0.9069149999999999
Fluminense / RJ,10,0.155062,0.965394
São Paulo / SP,9,0.093085,1.0
Fluminense / RJ,9,0.034606,1.0
Chapecoense / SC,9,0.310417,0.8041229999999999
Ponte Preta / SP,9,0.337148,0.924571
Grêmio / RS,9,0.224744,0.271306
Grêmio / RS,8,0.558913,0.830219
Ponte Preta / SP,8,0.075429,1.0
Corinthians / SP,8,0.169781,0.169781
Chapecoense / SC,8,0.195877,1.0
Athletico Paranaense / PR,7,0.051107,0.051107
Corinthians / SP,7,0.491243,0.661024
Botafogo / RJ,7,0.287869,0.287869
Grêmio / RS,7,0.169781,1.0
Corinthians / SP,6,0.208412,0.8694359999999999
Botafogo / RJ,6,0.595725,0.883594
Athletico Paranaense / PR,6,0.195863,0.24697000000000002
Botafogo / RJ,5,0.116406,0.9999999999999999
Corinthians / SP,5,0.130564,1.0
Athletico Paranaense / PR,5,0.75303,1.0
Atlético / MG,4,1.0,1.0
Flamengo / RJ,3,0.694728,0.694728
Santos / SP,3,0.305272,0.305272
Flamengo / RJ,2,0.305272,1.0
Santos / SP,2,0.694728,1.0
Palmeiras / SP,1,1.0,1.0
