Club,Position,Probability,Cumulative
Vitória / BA,20,0.03353,0.03353
Brasil / RS,20,0.936336,0.936336
Operário / PR,20,1e-05,1e-05
Confiança / SE,20,0.029207,0.029207
Ponte Preta / SP,20,3e-06,3e-06
Londrina / PR,20,0.000914,0.000914
Vila Nova / GO,19,2.3e-05,2.3e-05
Brasil / RS,19,0.052374,0.98871
Confiança / SE,19,0.452761,0.481968
Ponte Preta / SP,19,0.001061,0.001064
Sampaio Corrêa / MA,19,1e-06,1e-06
Londrina / PR,19,0.06751,0.068424
Operário / PR,19,0.006612,0.006621999999999999
Vitória / BA,19,0.417892,0.451422
Remo / PA,19,1.4e-05,1.4e-05
Cruzeiro / MG,19,9e-06,9e-06
Brusque / SC,19,0.001743,0.001743
Operário / PR,18,0.046146,0.052767999999999995
Brasil / RS,18,0.010409,0.999119
Londrina / PR,18,0.187973,0.256397
Ponte Preta / SP,18,0.00816,0.009224000000000001
Remo / PA,18,0.000482,0.000496
Cruzeiro / MG,18,0.000416,0.000425
Náutico / PE,18,5e-06,5e-06
Sampaio Corrêa / MA,18,7e-06,8e-06
Brusque / SC,18,0.01476,0.016503
Vila Nova / GO,18,0.000467,0.00049
Confiança / SE,18,0.332201,0.814169
Vitória / BA,18,0.398974,0.8503959999999999
Londrina / PR,17,0.41318,0.669577
Cruzeiro / MG,17,0.005305,0.00573
Brusque / SC,17,0.079328,0.095831
Confiança / SE,17,0.132561,0.9467300000000001
Náutico / PE,17,0.000251,0.000256
Brasil / RS,17,0.000842,0.999961
Vasco da Gama / RJ,17,8e-06,8e-06
Operário / PR,17,0.197085,0.249853
Vitória / BA,17,0.114182,0.9645779999999999
Ponte Preta / SP,17,0.044305,0.053529
Vila Nova / GO,17,0.006471,0.006961
Remo / PA,17,0.006207,0.006703
Sampaio Corrêa / MA,17,0.000275,0.000283
Operário / PR,16,0.331568,0.581421
Vitória / BA,16,0.026244,0.990822
Vila Nova / GO,16,0.031151,0.038112
Cruzeiro / MG,16,0.023655,0.029384999999999998
Sampaio Corrêa / MA,16,0.003444,0.003727
Vasco da Gama / RJ,16,0.000101,0.000109
Náutico / PE,16,0.003453,0.003709
Remo / PA,16,0.030381,0.037084
Londrina / PR,16,0.187154,0.8567309999999999
Ponte Preta / SP,16,0.123948,0.177477
CSA / AL,16,2e-06,2e-06
Confiança / SE,16,0.037322,0.984052
Guarani / SP,16,1.2e-05,1.2e-05
Brasil / RS,16,3.6e-05,0.9999969999999999
Brusque / SC,16,0.201529,0.29736
Operário / PR,15,0.208456,0.7898769999999999
CSA / AL,15,3.7e-05,3.9e-05
