Club,Position,Probability,Cumulative
Botafogo / SP,20,1e-06,1e-06
Ituano / SP,20,1e-06,1e-06
Avaí / SC,20,0.000589,0.000589
Ponte Preta / SP,20,5e-06,5e-06
ABC / RN,20,0.833898,0.833898
Chapecoense / SC,20,0.000656,0.000656
Tombense / MG,20,0.0206,0.0206
Londrina / PR,20,0.142288,0.142288
Sampaio Corrêa / MA,20,0.001962,0.001962
Avaí / SC,19,0.015257,0.015846
Londrina / PR,19,0.619283,0.761571
Mirassol / SP,19,1e-06,1e-06
Chapecoense / SC,19,0.016192,0.016848000000000002
CRB / AL,19,3e-06,3e-06
Tombense / MG,19,0.167846,0.188446
Sampaio Corrêa / MA,19,0.037278,0.03924
Ponte Preta / SP,19,0.000713,0.000718
ABC / RN,19,0.143006,0.976904
Ituano / SP,19,4.7e-05,4.7999999999999994e-05
Ceará / CE,19,8e-06,8e-06
Botafogo / SP,19,0.000366,0.00036700000000000003
Atlético / GO,18,2.1e-05,2.1e-05
Sampaio Corrêa / MA,18,0.182017,0.221257
Ceará / CE,18,0.000243,0.000251
Botafogo / SP,18,0.00793,0.008296999999999999
CRB / AL,18,0.000107,0.00011
Mirassol / SP,18,3.1e-05,3.2e-05
Chapecoense / SC,18,0.104082,0.12093
Tombense / MG,18,0.413295,0.6017410000000001
Londrina / PR,18,0.169153,0.930724
Avaí / SC,18,0.089155,0.105001
Ituano / SP,18,0.001284,0.001332
ABC / RN,18,0.019223,0.996127
Ponte Preta / SP,18,0.013459,0.014177
Ponte Preta / SP,17,0.051141,0.065318
Chapecoense / SC,17,0.185991,0.306921
Botafogo / SP,17,0.036123,0.04442
Ituano / SP,17,0.007723,0.009055
CRB / AL,17,0.000988,0.001098
Londrina / PR,17,0.046645,0.977369
Mirassol / SP,17,0.000216,0.000248
Ceará / CE,17,0.00196,0.002211
ABC / RN,17,0.003107,0.9992340000000001
Avaí / SC,17,0.18895,0.293951
Tombense / MG,17,0.198797,0.800538
Atlético / GO,17,0.000361,0.000382
Sampaio Corrêa / MA,17,0.277998,0.499255
Tombense / MG,16,0.105195,0.905733
Guarani / SP,16,1e-06,1e-06
Atlético / GO,16,0.002323,0.002705
ABC / RN,16,0.000645,0.9998790000000001
Ituano / SP,16,0.022197,0.031252
Botafogo / SP,16,0.088188,0.132608
Mirassol / SP,16,0.001441,0.001689
Chapecoense / SC,16,0.21672,0.523641
