Club,Position,Probability,Cumulative
Vitória / BA,20,0.000245,0.000245
Confiança / SE,20,0.000456,0.000456
Brasil / RS,20,0.999299,0.999299
Brusque / SC,19,0.000182,0.000182
Operário / PR,19,0.000306,0.000306
Confiança / SE,19,0.482876,0.48333200000000004
Vila Nova / GO,19,1e-06,1e-06
Brasil / RS,19,0.000666,0.9999650000000001
Vitória / BA,19,0.507532,0.507777
Cruzeiro / MG,19,0.000683,0.000683
Sampaio Corrêa / MA,19,0.000198,0.000198
Remo / PA,19,0.000198,0.000198
Londrina / PR,19,0.006316,0.006316
Ponte Preta / SP,19,0.001042,0.001042
Ponte Preta / SP,18,0.01824,0.019282
Operário / PR,18,0.00993,0.010236
Remo / PA,18,0.005323,0.005521
Brusque / SC,18,0.005607,0.005789
Brasil / RS,18,3.5e-05,1.0
Londrina / PR,18,0.080129,0.08644500000000001
Sampaio Corrêa / MA,18,0.004655,0.0048530000000000005
Cruzeiro / MG,18,0.010127,0.01081
Vila Nova / GO,18,6.2e-05,6.3e-05
Confiança / SE,18,0.424027,0.907359
Vitória / BA,18,0.441865,0.9496420000000001
Brusque / SC,17,0.047526,0.053315
Náutico / PE,17,2.8e-05,2.8e-05
Operário / PR,17,0.107825,0.118061
Cruzeiro / MG,17,0.07473,0.08554
Confiança / SE,17,0.056815,0.964174
Londrina / PR,17,0.457341,0.543786
Ponte Preta / SP,17,0.124725,0.144007
Sampaio Corrêa / MA,17,0.048267,0.05312
Vitória / BA,17,0.034712,0.9843540000000001
Vila Nova / GO,17,0.003532,0.003595
Remo / PA,17,0.044499,0.050019999999999995
Brusque / SC,16,0.099234,0.152549
Vitória / BA,16,0.010042,0.9943960000000001
Cruzeiro / MG,16,0.105143,0.190683
Vila Nova / GO,16,0.016911,0.020506
Londrina / PR,16,0.187417,0.731203
Sampaio Corrêa / MA,16,0.102999,0.156119
Náutico / PE,16,0.000599,0.0006270000000000001
Operário / PR,16,0.191772,0.309833
Remo / PA,16,0.095799,0.14581899999999998
Ponte Preta / SP,16,0.169807,0.31381400000000004
Confiança / SE,16,0.020277,0.9844510000000001
Náutico / PE,15,0.003397,0.004024
Sampaio Corrêa / MA,15,0.131649,0.28776799999999997
Ponte Preta / SP,15,0.172675,0.486489
Operário / PR,15,0.171061,0.480894
Vasco da Gama / RJ,15,1.1e-05,1.1e-05
Vila Nova / GO,15,0.040824,0.061329999999999996
Cruzeiro / MG,15,0.123336,0.314019
Remo / PA,15,0.113747,0.25956599999999996
Vitória / BA,15,0.003345,0.997741
Confiança / SE,15,0.009384,0.993835
Londrina / PR,15,0.111369,0.842572
Brusque / SC,15,0.119202,0.271751
Londrina / PR,14,0.069229,0.911801
Vitória / BA,14,0.001367,0.999108
Brusque / SC,14,0.133256,0.405007
Ponte Preta / SP,14,0.156187,0.642676
Operário / PR,14,0.150332,0.631226
Náutico / PE,14,0.01043,0.014454
Vasco da Gama / RJ,14,9e-05,0.000101
Vila Nova / GO,14,0.069743,0.131073
Cruzeiro / MG,14,0.131261,0.44528
Sampaio Corrêa / MA,14,0.140913,0.428681
Remo / PA,14,0.133473,0.393039
Confiança / SE,14,0.003719,0.997554
Vasco da Gama / RJ,13,0.000683,0.000784
Ponte Preta / SP,13,0.132201,0.774877
Londrina / PR,13,0.04306,0.954861
Vitória / BA,13,0.000614,0.999722
Náutico / PE,13,0.020967,0.035421
Operário / PR,13,0.126648,0.7578739999999999
Confiança / SE,13,0.00161,0.999164
Cruzeiro / MG,13,0.136264,0.5815440000000001
Brusque / SC,13,0.141221,0.546228
Sampaio Corrêa / MA,13,0.146713,0.575394
Remo / PA,13,0.147916,0.540955
Vila Nova / GO,13,0.102103,0.233176
Ponte Preta / SP,12,0.102121,0.876998
Vila Nova / GO,12,0.143406,0.376582
Brusque / SC,12,0.149211,0.695439
Operário / PR,12,0.104369,0.862243
Náutico / PE,12,0.038736,0.074157
Vasco da Gama / RJ,12,0.003328,0.004111999999999999
Remo / PA,12,0.154038,0.694993
Londrina / PR,12,0.025001,0.979862
Guarani / SP,12,1e-06,1e-06
Confiança / SE,12,0.0007,0.999864
Cruzeiro / MG,12,0.138304,0.719848
Sampaio Corrêa / MA,12,0.140574,0.7159679999999999
Vitória / BA,12,0.000211,0.9999330000000001
Guarani / SP,11,6.7e-05,6.8e-05
CSA / AL,11,4.2e-05,4.2e-05
Operário / PR,11,0.079035,0.941278
Ponte Preta / SP,11,0.071943,0.948941
Cruzeiro / MG,11,0.131062,0.85091
Náutico / PE,11,0.077779,0.15193600000000002
Confiança / SE,11,0.000131,0.9999950000000001
Vasco da Gama / RJ,11,0.012244,0.016356
Vitória / BA,11,5.7e-05,0.99999
Brusque / SC,11,0.145365,0.840804
Londrina / PR,11,0.013359,0.993221
Sampaio Corrêa / MA,11,0.124409,0.840377
Vila Nova / GO,11,0.197797,0.574379
Remo / PA,11,0.14671,0.841703
Guarani / SP,10,0.001943,0.002011
Vitória / BA,10,1e-05,1.0
Operário / PR,10,0.046492,0.98777
Ponte Preta / SP,10,0.041131,0.9900720000000001
Goiás / GO,10,1.6e-05,1.6e-05
Cruzeiro / MG,10,0.098206,0.9491160000000001
CSA / AL,10,0.000898,0.0009400000000000001
Vila Nova / GO,10,0.270427,0.844806
Náutico / PE,10,0.163182,0.315118
Remo / PA,10,0.110158,0.9518610000000001
Sampaio Corrêa / MA,10,0.10404,0.944417
Confiança / SE,10,5e-06,1.0
CRB / AL,10,1.3e-05,1.3e-05
Vasco da Gama / RJ,10,0.043718,0.060074
Londrina / PR,10,0.005947,0.999168
Brusque / SC,10,0.113814,0.954618
Remo / PA,9,0.038725,0.990586
Vasco da Gama / RJ,9,0.187948,0.24802200000000002
Goiás / GO,9,0.001136,0.001152
Operário / PR,9,0.01114,0.99891
Ponte Preta / SP,9,0.009274,0.999346
Londrina / PR,9,0.000777,0.999945
Guarani / SP,9,0.033445,0.035456
CRB / AL,9,0.002365,0.002378
Vila Nova / GO,9,0.121848,0.9666539999999999
Sampaio Corrêa / MA,9,0.049231,0.993648
Náutico / PE,9,0.4439,0.759018
Brusque / SC,9,0.039542,0.99416
CSA / AL,9,0.015022,0.015962
Cruzeiro / MG,9,0.045441,0.994557
