Club,Position,Probability,Cumulative
Vitória / BA,20,1e-06,1e-06
Paraná / PR,20,0.001609,0.001609
Figueirense / SC,20,8.4e-05,8.4e-05
Náutico / PE,20,0.000103,0.000103
Oeste / SP,20,0.802902,0.802902
Botafogo / SP,20,0.195301,0.195301
Figueirense / SC,19,0.00802,0.008104
CRB / AL,19,1e-06,1e-06
Náutico / PE,19,0.005602,0.005705
Operário / PR,19,1.2e-05,1.2e-05
Botafogo / SP,19,0.761887,0.9571879999999999
Paraná / PR,19,0.03654,0.038149
Oeste / SP,19,0.187095,0.989997
Vitória / BA,19,0.000843,0.000844
Brasil / RS,18,1e-06,1e-06
Botafogo / SP,18,0.036271,0.9934589999999999
Figueirense / SC,18,0.241327,0.249431
Paraná / PR,18,0.465881,0.50403
Náutico / PE,18,0.193481,0.19918599999999997
CRB / AL,18,0.001069,0.00107
Avaí / SC,18,1e-06,1e-06
Vitória / BA,18,0.051479,0.052322999999999995
Operário / PR,18,0.001807,0.001819
Confiança / SE,18,9.3e-05,9.3e-05
Oeste / SP,18,0.00859,0.998587
Oeste / SP,17,0.001125,0.999712
Brasil / RS,17,4.1e-05,4.2e-05
Vitória / BA,17,0.160019,0.21234199999999998
CRB / AL,17,0.009711,0.010780999999999999
Náutico / PE,17,0.253919,0.453105
Figueirense / SC,17,0.323247,0.572678
Operário / PR,17,0.012398,0.014216999999999999
Confiança / SE,17,0.001811,0.0019039999999999999
Paraná / PR,17,0.232268,0.736298
Botafogo / SP,17,0.00523,0.9986889999999999
Avaí / SC,17,0.000231,0.000232
Náutico / PE,16,0.259847,0.712952
Ponte Preta / SP,16,7.9e-05,7.9e-05
Confiança / SE,16,0.013134,0.015038
Vitória / BA,16,0.270013,0.48235500000000003
CRB / AL,16,0.033906,0.044687
Avaí / SC,16,0.003698,0.0039299999999999995
Oeste / SP,16,0.000249,0.999961
Sampaio Corrêa / MA,16,1.2e-05,1.2e-05
Guarani / SP,16,4e-06,4e-06
Botafogo / SP,16,0.00109,0.999779
Brasil / RS,16,0.000677,0.000719
Paraná / PR,16,0.148456,0.884754
Figueirense / SC,16,0.226668,0.799346
Operário / PR,16,0.042167,0.056384000000000004
Guarani / SP,15,0.00015,0.00015399999999999998
Cruzeiro / MG,15,3.4e-05,3.4e-05
Figueirense / SC,15,0.133681,0.933027
CRB / AL,15,0.093626,0.138313
Confiança / SE,15,0.053794,0.068832
Vitória / BA,15,0.307091,0.7894460000000001
Avaí / SC,15,0.02525,0.02918
Oeste / SP,15,3.4e-05,0.999995
Ponte Preta / SP,15,0.001045,0.001124
Brasil / RS,15,0.005053,0.005772
Botafogo / SP,15,0.000212,0.999991
Náutico / PE,15,0.188821,0.9017729999999999
Operário / PR,15,0.108586,0.16497
Sampaio Corrêa / MA,15,0.000147,0.000159
Paraná / PR,15,0.082476,0.96723
Náutico / PE,14,0.066755,0.968528
Cuiabá / MT,14,1e-06,1e-06
Sampaio Corrêa / MA,14,0.00141,0.001569
Cruzeiro / MG,14,0.000497,0.000531
Operário / PR,14,0.229274,0.39424400000000004
Paraná / PR,14,0.024115,0.991345
Vitória / BA,14,0.127234,0.91668
Confiança / SE,14,0.164063,0.232895
Guarani / SP,14,0.002087,0.002241
Oeste / SP,14,3e-06,0.999998
Ponte Preta / SP,14,0.009211,0.010335
Figueirense / SC,14,0.046305,0.979332
CRB / AL,14,0.219477,0.35779000000000005
Avaí / SC,14,0.086915,0.116095
Botafogo / SP,14,9e-06,0.9999999999999999
Brasil / RS,14,0.022644,0.028416
Figueirense / SC,13,0.014532,0.993864
Juventude / RS,13,1e-06,1e-06
Guarani / SP,13,0.011339,0.01358
Cruzeiro / MG,13,0.002946,0.003477
Vitória / BA,13,0.049872,0.9665520000000001
Náutico / PE,13,0.02127,0.989798
CSA / AL,13,5e-06,5e-06
Operário / PR,13,0.20349,0.597734
Paraná / PR,13,0.006329,0.997674
Ponte Preta / SP,13,0.031317,0.041651999999999995
Brasil / RS,13,0.061818,0.090234
Oeste / SP,13,2e-06,1.0
Avaí / SC,13,0.173471,0.289566
CRB / AL,13,0.216947,0.574737
Cuiabá / MT,13,2.7e-05,2.8e-05
Sampaio Corrêa / MA,13,0.005972,0.007541
Confiança / SE,13,0.200662,0.43355699999999997
Figueirense / SC,12,0.004435,0.998299
Sampaio Corrêa / MA,12,0.016014,0.023555
Náutico / PE,12,0.006973,0.996771
Brasil / RS,12,0.111458,0.20169199999999998
Cruzeiro / MG,12,0.009655,0.013132000000000001
CRB / AL,12,0.16259,0.7373270000000001
Operário / PR,12,0.15575,0.753484
Juventude / RS,12,6.2e-05,6.3e-05
Cuiabá / MT,12,0.000293,0.000321
Vitória / BA,12,0.021265,0.9878170000000001
CSA / AL,12,3.5e-05,3.9999999999999996e-05
Paraná / PR,12,0.001728,0.999402
Confiança / SE,12,0.193215,0.626772
Guarani / SP,12,0.031452,0.045032
Ponte Preta / SP,12,0.065468,0.10711999999999999
Avaí / SC,12,0.219607,0.509173
