Club,Position,Probability,Cumulative
Vasco da Gama / RJ,20,1e-05,1e-05
Goiás / GO,20,0.000225,0.000225
Cruzeiro / MG,20,0.00786,0.00786
Avaí / SC,20,0.269599,0.269599
Fluminense / RJ,20,6.4e-05,6.4e-05
Fortaleza / CE,20,1.1e-05,1.1e-05
CSA / AL,20,0.719851,0.719851
Chapecoense / SC,20,0.002377,0.002377
Grêmio / RS,20,3e-06,3e-06
Cruzeiro / MG,19,0.073686,0.08154600000000001
Fortaleza / CE,19,0.000418,0.000429
Avaí / SC,19,0.623128,0.892727
Vasco da Gama / RJ,19,0.000907,0.0009170000000000001
Chapecoense / SC,19,0.02943,0.031807
Athletico Paranaense / PR,19,1e-06,1e-06
Fluminense / RJ,19,0.001782,0.001846
Ceará / CE,19,1e-06,1e-06
CSA / AL,19,0.262417,0.982268
Goiás / GO,19,0.008018,0.008243
Grêmio / RS,19,0.000212,0.000215
Cruzeiro / MG,18,0.478136,0.559682
Avaí / SC,18,0.085067,0.9777939999999999
Chapecoense / SC,18,0.228149,0.25995599999999996
Internacional / RS,18,2.2e-05,2.2e-05
Fluminense / RJ,18,0.028602,0.030448
Grêmio / RS,18,0.008015,0.00823
Fortaleza / CE,18,0.013405,0.013834
Bahia / BA,18,1.5e-05,1.5e-05
Ceará / CE,18,7.7e-05,7.8e-05
Botafogo / RJ,18,0.000116,0.000116
Athletico Paranaense / PR,18,1.6e-05,1.7e-05
CSA / AL,18,0.01608,0.998348
Goiás / GO,18,0.117553,0.12579600000000002
Vasco da Gama / RJ,18,0.024747,0.025664000000000003
Botafogo / RJ,17,0.000943,0.001059
Ceará / CE,17,0.000607,0.0006850000000000001
Avaí / SC,17,0.017346,0.9951399999999999
Chapecoense / SC,17,0.297693,0.557649
CSA / AL,17,0.00148,0.999828
Bahia / BA,17,0.000138,0.000153
Corinthians / SP,17,1e-06,1e-06
Atlético / MG,17,3e-06,3e-06
Cruzeiro / MG,17,0.237035,0.796717
Internacional / RS,17,0.000157,0.000179
Fluminense / RJ,17,0.077584,0.108032
Fortaleza / CE,17,0.044441,0.058275
Vasco da Gama / RJ,17,0.068402,0.09406600000000001
Grêmio / RS,17,0.027525,0.035755
Athletico Paranaense / PR,17,0.000204,0.000221
Goiás / GO,17,0.226441,0.352237
Grêmio / RS,16,0.062356,0.098111
Botafogo / RJ,16,0.00407,0.005129
Internacional / RS,16,0.00089,0.0010689999999999999
CSA / AL,16,0.000153,0.999981
Ceará / CE,16,0.002757,0.0034419999999999997
