Club,Position,Probability,Cumulative
Vasco da Gama / RJ,20,0.153777,0.153777
Goiás / GO,20,0.035075,0.035075
Bahia / BA,20,0.003722,0.003722
Corinthians / SP,20,0.000558,0.000558
Coritiba / PR,20,0.740516,0.740516
Santos / SP,20,0.001059,0.001059
Cruzeiro / MG,20,2e-06,2e-06
Athletico Paranaense / PR,20,4e-06,4e-06
América / MG,20,0.062966,0.062966
Cuiabá / MT,20,0.002213,0.002213
Internacional / RS,20,0.000108,0.000108
Goiás / GO,19,0.153666,0.188741
São Paulo / SP,19,1.2e-05,1.2e-05
Bahia / BA,19,0.029918,0.03364
Corinthians / SP,19,0.00584,0.006398
Internacional / RS,19,0.002026,0.002134
Coritiba / PR,19,0.176707,0.9172229999999999
Cruzeiro / MG,19,7e-06,9e-06
Grêmio / RS,19,2e-06,2e-06
Athletico Paranaense / PR,19,9e-05,9.400000000000001e-05
Cuiabá / MT,19,0.019958,0.022171
Santos / SP,19,0.012317,0.013375999999999999
América / MG,19,0.210865,0.273831
Vasco da Gama / RJ,19,0.388588,0.542365
Fortaleza / CE,19,4e-06,4e-06
Red Bull Bragantino / SP,18,8e-06,8e-06
Grêmio / RS,18,2.8e-05,3e-05
Bahia / BA,18,0.07794,0.11158
América / MG,18,0.262835,0.536666
São Paulo / SP,18,0.000121,0.000133
Corinthians / SP,18,0.020407,0.026805000000000002
Coritiba / PR,18,0.05619,0.973413
Internacional / RS,18,0.009306,0.01144
Fluminense / RJ,18,1e-06,1e-06
Vasco da Gama / RJ,18,0.226135,0.7685
Cruzeiro / MG,18,8.4e-05,9.3e-05
Fortaleza / CE,18,2.2e-05,2.6e-05
Goiás / GO,18,0.248453,0.43719399999999997
Santos / SP,18,0.042067,0.055443
Flamengo / RJ,18,1.4e-05,1.4e-05
Cuiabá / MT,18,0.055808,0.077979
Athletico Paranaense / PR,18,0.000581,0.000675
Corinthians / SP,17,0.048459,0.075264
Fluminense / RJ,17,3e-06,4e-06
Goiás / GO,17,0.238902,0.676096
Flamengo / RJ,17,8.7e-05,0.000101
São Paulo / SP,17,0.000585,0.000718
Grêmio / RS,17,0.000188,0.00021799999999999999
