Club,Position,Probability,Cumulative
Náutico / PE,20,1.0,1.0
Ponte Preta / SP,19,1.0,1.0
Vasco da Gama / RJ,18,1.0,1.0
Fluminense / RJ,17,1.0,1.0
Criciúma / SC,16,1.0,1.0
Internacional / RS,15,1.0,1.0
Bahia / BA,14,1.0,1.0
Coritiba / PR,13,1.0,1.0
Portuguesa / SP,12,1.0,1.0
Flamengo / RJ,11,1.0,1.0
Corinthians / SP,10,1.0,1.0
São Paulo / SP,9,1.0,1.0
Atlético / MG,8,1.0,1.0
Santos / SP,7,1.0,1.0
Goiás / GO,6,1.0,1.0
Vitória / BA,5,1.0,1.0
Botafogo / RJ,4,1.0,1.0
Athletico Paranaense / PR,3,1.0,1.0
Grêmio / RS,2,1.0,1.0
Cruzeiro / MG,1,1.0,1.0
