Club,Position,Probability,Cumulative
Vitória / BA,20,0.000107,0.000107
Fluminense / RJ,20,0.011524,0.011524
Goiás / GO,20,0.011877,0.011877
Bahia / BA,20,0.000439,0.000439
Athletico Paranaense / PR,20,3e-06,3e-06
Grêmio / RS,20,1.9e-05,1.9e-05
Náutico / PE,20,0.551001,0.551001
Ponte Preta / SP,20,0.015769,0.015769
Portuguesa / SP,20,0.045745,0.045745
Coritiba / PR,20,2e-06,2e-06
Santos / SP,20,8.4e-05,8.4e-05
Internacional / RS,20,6.7e-05,6.7e-05
São Paulo / SP,20,0.026584,0.026584
Atlético / MG,20,0.004595,0.004595
Flamengo / RJ,20,0.000823,0.000823
Vasco da Gama / RJ,20,0.005334,0.005334
Criciúma / SC,20,0.326027,0.326027
Fluminense / RJ,19,0.040415,0.051939
Flamengo / RJ,19,0.00525,0.006073
Atlético / MG,19,0.020697,0.025292000000000002
Ponte Preta / SP,19,0.055171,0.07094
Portuguesa / SP,19,0.118862,0.164607
Bahia / BA,19,0.002907,0.003346
Goiás / GO,19,0.046744,0.058621
Vasco da Gama / RJ,19,0.021939,0.027273
Criciúma / SC,19,0.343067,0.6690940000000001
Santos / SP,19,0.000775,0.000859
Vitória / BA,19,0.000972,0.001079
São Paulo / SP,19,0.079174,0.10575799999999999
Internacional / RS,19,0.000541,0.000608
Náutico / PE,19,0.263292,0.8142929999999999
Coritiba / PR,19,1.4e-05,1.6e-05
Athletico Paranaense / PR,19,3.6e-05,3.9e-05
Grêmio / RS,19,0.000144,0.000163
Portuguesa / SP,18,0.184789,0.34939600000000004
Santos / SP,18,0.003217,0.004076
Vasco da Gama / RJ,18,0.052095,0.079368
Coritiba / PR,18,8.7e-05,0.000103
Flamengo / RJ,18,0.01673,0.022802999999999997
Corinthians / SP,18,4e-06,4e-06
Bahia / BA,18,0.010318,0.013664
São Paulo / SP,18,0.135498,0.241256
Criciúma / SC,18,0.152422,0.821516
Fluminense / RJ,18,0.084286,0.13622499999999998
Grêmio / RS,18,0.000739,0.000902
Náutico / PE,18,0.09752,0.911813
Vitória / BA,18,0.003657,0.004736000000000001
Goiás / GO,18,0.099557,0.158178
Atlético / MG,18,0.049861,0.075153
Internacional / RS,18,0.002215,0.002823
Athletico Paranaense / PR,18,0.000134,0.000173
Ponte Preta / SP,18,0.106871,0.177811
Criciúma / SC,17,0.078285,0.8998010000000001
Santos / SP,17,0.007421,0.011497
Athletico Paranaense / PR,17,0.000382,0.000555
Vasco da Gama / RJ,17,0.076507,0.155875
Grêmio / RS,17,0.00201,0.002912
Internacional / RS,17,0.005043,0.007866
Coritiba / PR,17,0.000279,0.000382
Vitória / BA,17,0.007909,0.012645
São Paulo / SP,17,0.143468,0.384724
Náutico / PE,17,0.043876,0.955689
Corinthians / SP,17,1.3e-05,1.7e-05
Fluminense / RJ,17,0.106414,0.242639
Atlético / MG,17,0.072168,0.147321
Goiás / GO,17,0.123705,0.281883
Bahia / BA,17,0.020457,0.034121
Ponte Preta / SP,17,0.123517,0.301328
Portuguesa / SP,17,0.15811,0.507506
Flamengo / RJ,17,0.030436,0.053239
Fluminense / RJ,16,0.115778,0.358417
Portuguesa / SP,16,0.129075,0.6365810000000001
Corinthians / SP,16,6.1e-05,7.8e-05
Náutico / PE,16,0.021877,0.9775659999999999
Flamengo / RJ,16,0.045387,0.09862599999999999
Coritiba / PR,16,0.000674,0.001056
Santos / SP,16,0.013297,0.024794
Internacional / RS,16,0.009573,0.017439
Goiás / GO,16,0.12901,0.410893
Ponte Preta / SP,16,0.124903,0.426231
Grêmio / RS,16,0.004193,0.007105
Criciúma / SC,16,0.043661,0.943462
Athletico Paranaense / PR,16,0.000956,0.0015110000000000002
Bahia / BA,16,0.033011,0.067132
Atlético / MG,16,0.088261,0.235582
São Paulo / SP,16,0.132116,0.51684
Vasco da Gama / RJ,16,0.093917,0.24979200000000001
Vitória / BA,16,0.01425,0.026895000000000002
Athletico Paranaense / PR,15,0.001939,0.00345
Flamengo / RJ,15,0.061081,0.159707
Bahia / BA,15,0.047808,0.11494
Coritiba / PR,15,0.001526,0.002582
Grêmio / RS,15,0.007633,0.014738
Atlético / MG,15,0.100246,0.335828
Portuguesa / SP,15,0.101496,0.738077
Criciúma / SC,15,0.025237,0.968699
Internacional / RS,15,0.015833,0.033271999999999996
Botafogo / RJ,15,1e-06,1e-06
Vitória / BA,15,0.023138,0.050033
Vasco da Gama / RJ,15,0.105751,0.355543
Náutico / PE,15,0.011032,0.988598
São Paulo / SP,15,0.116076,0.632916
Corinthians / SP,15,0.000151,0.000229
Goiás / GO,15,0.123313,0.534206
Fluminense / RJ,15,0.117729,0.476146
Ponte Preta / SP,15,0.118297,0.544528
Santos / SP,15,0.021713,0.046507
Grêmio / RS,14,0.013215,0.027953
Criciúma / SC,14,0.014286,0.982985
Vasco da Gama / RJ,14,0.112368,0.467911
Ponte Preta / SP,14,0.107692,0.65222
Bahia / BA,14,0.064256,0.179196
Vitória / BA,14,0.033876,0.08390900000000001
Goiás / GO,14,0.111925,0.646131
Santos / SP,14,0.031856,0.078363
Athletico Paranaense / PR,14,0.003706,0.007156
Internacional / RS,14,0.024345,0.057617
Náutico / PE,14,0.005713,0.994311
Fluminense / RJ,14,0.111612,0.587758
Corinthians / SP,14,0.000377,0.000606
São Paulo / SP,14,0.09802,0.730936
Portuguesa / SP,14,0.079713,0.81779
Atlético / MG,14,0.107091,0.442919
Coritiba / PR,14,0.002841,0.005423000000000001
Botafogo / RJ,14,1e-05,1.1000000000000001e-05
Flamengo / RJ,14,0.077098,0.236805
Goiás / GO,13,0.096367,0.742498
Flamengo / RJ,13,0.09317,0.329975
Atlético / MG,13,0.108272,0.551191
Ponte Preta / SP,13,0.092984,0.745204
Cruzeiro / MG,13,6e-06,6e-06
Bahia / BA,13,0.081856,0.261052
Fluminense / RJ,13,0.101129,0.688887
Portuguesa / SP,13,0.061006,0.878796
Grêmio / RS,13,0.020952,0.048905
Internacional / RS,13,0.035226,0.092843
Coritiba / PR,13,0.0054,0.010823000000000001
Náutico / PE,13,0.002954,0.997265
Santos / SP,13,0.045551,0.123914
Vasco da Gama / RJ,13,0.111035,0.578946
Corinthians / SP,13,0.000899,0.001505
São Paulo / SP,13,0.080511,0.811447
Botafogo / RJ,13,2.8e-05,3.9e-05
Athletico Paranaense / PR,13,0.006746,0.013902000000000001
Criciúma / SC,13,0.008149,0.991134
Vitória / BA,13,0.047759,0.131668
Botafogo / RJ,12,8e-05,0.000119
Bahia / BA,12,0.099197,0.360249
Santos / SP,12,0.062218,0.18613200000000002
Coritiba / PR,12,0.009805,0.020628
Internacional / RS,12,0.049692,0.142535
São Paulo / SP,12,0.062266,0.873713
Portuguesa / SP,12,0.043941,0.922737
Corinthians / SP,12,0.001977,0.003482
Athletico Paranaense / PR,12,0.011441,0.025343
Atlético / MG,12,0.10439,0.655581
Flamengo / RJ,12,0.105868,0.435843
Criciúma / SC,12,0.004533,0.995667
Ponte Preta / SP,12,0.076465,0.821669
Vasco da Gama / RJ,12,0.103737,0.682683
Cruzeiro / MG,12,1.5e-05,2.1000000000000002e-05
Grêmio / RS,12,0.03217,0.081075
Náutico / PE,12,0.001494,0.998759
Vitória / BA,12,0.064153,0.19582100000000002
Goiás / GO,12,0.078829,0.821327
Fluminense / RJ,12,0.087729,0.776616
Internacional / RS,11,0.067851,0.210386
Vitória / BA,11,0.0829,0.278721
Grêmio / RS,11,0.046908,0.12798299999999999
Athletico Paranaense / PR,11,0.019048,0.044391
Fluminense / RJ,11,0.070995,0.847611
Goiás / GO,11,0.061143,0.88247
Atlético / MG,11,0.093287,0.748868
Ponte Preta / SP,11,0.059747,0.881416
Náutico / PE,11,0.00069,0.999449
Botafogo / RJ,11,0.000211,0.00033
Coritiba / PR,11,0.016579,0.037207000000000004
Santos / SP,11,0.080765,0.266897
Vasco da Gama / RJ,11,0.090312,0.772995
Criciúma / SC,11,0.002315,0.997982
Flamengo / RJ,11,0.113519,0.549362
Bahia / BA,11,0.112578,0.472827
Cruzeiro / MG,11,2.4e-05,4.5e-05
São Paulo / SP,11,0.04621,0.919923
Corinthians / SP,11,0.004183,0.007665000000000001
Portuguesa / SP,11,0.030735,0.953472
Athletico Paranaense / PR,10,0.030481,0.074872
Vasco da Gama / RJ,10,0.073223,0.846218
Cruzeiro / MG,10,7.6e-05,0.00012100000000000001
Santos / SP,10,0.099777,0.366674
Ponte Preta / SP,10,0.043948,0.925364
Náutico / PE,10,0.000323,0.999772
Corinthians / SP,10,0.00811,0.015775
Criciúma / SC,10,0.001094,0.999076
Coritiba / PR,10,0.027507,0.064714
Botafogo / RJ,10,0.000541,0.000871
Vitória / BA,10,0.100155,0.378876
Internacional / RS,10,0.088252,0.29863799999999996
São Paulo / SP,10,0.032311,0.952234
Fluminense / RJ,10,0.054395,0.902006
Grêmio / RS,10,0.066512,0.194495
Goiás / GO,10,0.044859,0.927329
Atlético / MG,10,0.078461,0.827329
Bahia / BA,10,0.119006,0.5918329999999999
Flamengo / RJ,10,0.111016,0.660378
Portuguesa / SP,10,0.019953,0.973425
Vasco da Gama / RJ,9,0.055554,0.901772
Internacional / RS,9,0.108039,0.40667699999999996
Coritiba / PR,9,0.042738,0.10745199999999999
Botafogo / RJ,9,0.001223,0.002094
São Paulo / SP,9,0.021086,0.97332
Ponte Preta / SP,9,0.030797,0.956161
Bahia / BA,9,0.112877,0.70471
Athletico Paranaense / PR,9,0.046564,0.121436
Criciúma / SC,9,0.000542,0.999618
Goiás / GO,9,0.030715,0.958044
Portuguesa / SP,9,0.012653,0.986078
Náutico / PE,9,0.000141,0.9999129999999999
Cruzeiro / MG,9,0.000224,0.00034500000000000004
Vitória / BA,9,0.115185,0.494061
Corinthians / SP,9,0.016054,0.031828999999999996
Atlético / MG,9,0.061292,0.888621
Fluminense / RJ,9,0.039083,0.941089
Grêmio / RS,9,0.089379,0.283874
Santos / SP,9,0.115558,0.482232
Flamengo / RJ,9,0.100296,0.760674
Coritiba / PR,8,0.064473,0.171925
Portuguesa / SP,8,0.007253,0.993331
