Club,Position,Probability,Cumulative
Figueirense / SC,20,0.005337,0.005337
Brasil / RS,20,1e-06,1e-06
Operário / PR,20,5e-06,5e-06
Botafogo / SP,20,0.100779,0.100779
Paraná / PR,20,0.000153,0.000153
Oeste / SP,20,0.882046,0.882046
Náutico / PE,20,0.011679,0.011679
CRB / AL,19,0.000218,0.000218
Brasil / RS,19,0.000147,0.000148
Operário / PR,19,0.000225,0.00023
Botafogo / SP,19,0.646899,0.747678
Avaí / SC,19,3e-06,3e-06
Figueirense / SC,19,0.089811,0.095148
Oeste / SP,19,0.097941,0.9799869999999999
Vitória / BA,19,0.000136,0.000136
Paraná / PR,19,0.00962,0.009773
Náutico / PE,19,0.155,0.166679
Operário / PR,18,0.003503,0.003733
Ponte Preta / SP,18,3e-06,3e-06
Guarani / SP,18,0.000111,0.000111
Figueirense / SC,18,0.329701,0.42484900000000003
Paraná / PR,18,0.064996,0.074769
Avaí / SC,18,0.000562,0.000565
Botafogo / SP,18,0.179604,0.9272819999999999
CSA / AL,18,3e-06,3e-06
Confiança / SE,18,2e-06,2e-06
Náutico / PE,18,0.394569,0.561248
Oeste / SP,18,0.016091,0.996078
CRB / AL,18,0.00449,0.004708
Vitória / BA,18,0.002389,0.002525
Brasil / RS,18,0.003976,0.004124
CSA / AL,17,4.7e-05,4.9999999999999996e-05
Operário / PR,17,0.021769,0.025502
Vitória / BA,17,0.016304,0.018829
Brasil / RS,17,0.022591,0.026715
Botafogo / SP,17,0.060046,0.987328
Figueirense / SC,17,0.37403,0.798879
Cruzeiro / MG,17,7e-06,7e-06
Ponte Preta / SP,17,9e-05,9.300000000000001e-05
Confiança / SE,17,0.000148,0.00015
Avaí / SC,17,0.006536,0.007101
Náutico / PE,17,0.301422,0.86267
Oeste / SP,17,0.003585,0.999663
CRB / AL,17,0.025431,0.030139
Paraná / PR,17,0.166195,0.240964
Guarani / SP,17,0.001799,0.00191
Confiança / SE,16,0.001883,0.002033
CRB / AL,16,0.101327,0.131466
CSA / AL,16,0.000596,0.000646
Cruzeiro / MG,16,0.000144,0.000151
Ponte Preta / SP,16,0.001134,0.001227
Brasil / RS,16,0.089631,0.116346
Paraná / PR,16,0.345169,0.586133
Cuiabá / MT,16,1.4e-05,1.4e-05
Guarani / SP,16,0.014574,0.016484
Vitória / BA,16,0.077153,0.095982
Operário / PR,16,0.093978,0.11948
Náutico / PE,16,0.094575,0.957245
Juventude / RS,16,2e-06,2e-06
Oeste / SP,16,0.000307,0.99997
Avaí / SC,16,0.040377,0.047478000000000006
Figueirense / SC,16,0.128779,0.927658
Sampaio Corrêa / MA,16,1e-06,1e-06
Botafogo / SP,16,0.010356,0.997684
Cruzeiro / MG,15,0.00068,0.000831
Avaí / SC,15,0.094652,0.14212999999999998
Guarani / SP,15,0.042337,0.058821
Ponte Preta / SP,15,0.005395,0.006621999999999999
Paraná / PR,15,0.175749,0.761882
Oeste / SP,15,2.8e-05,0.999998
Náutico / PE,15,0.027117,0.9843620000000001
Juventude / RS,15,5.7e-05,5.9000000000000004e-05
Vitória / BA,15,0.136285,0.232267
CRB / AL,15,0.158344,0.28981
CSA / AL,15,0.002335,0.0029809999999999997
Cuiabá / MT,15,0.000103,0.000117
Confiança / SE,15,0.008284,0.010317
Brasil / RS,15,0.147518,0.263864
Figueirense / SC,15,0.042575,0.970233
Botafogo / SP,15,0.001753,0.999437
Sampaio Corrêa / MA,15,2e-06,3e-06
Operário / PR,15,0.156786,0.276266
Cruzeiro / MG,14,0.002187,0.0030180000000000003
Operário / PR,14,0.160026,0.436292
Cuiabá / MT,14,0.000448,0.000565
CSA / AL,14,0.006169,0.00915
Juventude / RS,14,0.000223,0.000282
Oeste / SP,14,1e-06,0.999999
Confiança / SE,14,0.018993,0.02931
Figueirense / SC,14,0.017239,0.987472
Guarani / SP,14,0.068026,0.126847
Paraná / PR,14,0.102788,0.86467
Náutico / PE,14,0.00973,0.9940920000000001
América / MG,14,3e-06,3e-06
Brasil / RS,14,0.162003,0.425867
CRB / AL,14,0.162293,0.45210300000000003
Vitória / BA,14,0.151709,0.383976
Ponte Preta / SP,14,0.013259,0.019881
Avaí / SC,14,0.124455,0.26658499999999996
Botafogo / SP,14,0.000439,0.999876
Sampaio Corrêa / MA,14,9e-06,1.2e-05
Confiança / SE,13,0.034537,0.063847
Botafogo / SP,13,9.8e-05,0.9999739999999999
CSA / AL,13,0.013085,0.022234999999999998
Paraná / PR,13,0.062151,0.926821
Figueirense / SC,13,0.007435,0.994907
Sampaio Corrêa / MA,13,4.4e-05,5.6e-05
Cuiabá / MT,13,0.001415,0.00198
Operário / PR,13,0.151748,0.58804
Brasil / RS,13,0.156526,0.582393
Avaí / SC,13,0.142122,0.408707
Cruzeiro / MG,13,0.005219,0.008237
CRB / AL,13,0.15011,0.602213
