Club,Position,Probability,Cumulative
Vasco da Gama / RJ,20,0.176422,0.176422
Coritiba / PR,20,0.38904,0.38904
Internacional / RS,20,0.000476,0.000476
Cruzeiro / MG,20,0.000104,0.000104
Bahia / BA,20,0.001637,0.001637
Corinthians / SP,20,3e-05,3e-05
Santos / SP,20,0.064202,0.064202
América / MG,20,0.365662,0.365662
São Paulo / SP,20,7e-06,7e-06
Goiás / GO,20,0.002349,0.002349
Cuiabá / MT,20,7.1e-05,7.1e-05
Coritiba / PR,19,0.284884,0.673924
Santos / SP,19,0.159417,0.223619
Internacional / RS,19,0.003396,0.003872
Fortaleza / CE,19,7e-06,7e-06
Cruzeiro / MG,19,0.000827,0.0009310000000000001
Goiás / GO,19,0.012389,0.014738000000000001
Corinthians / SP,19,0.000273,0.00030300000000000005
Cuiabá / MT,19,0.000758,0.000829
Atlético Mineiro / MG,19,4e-06,4e-06
Bahia / BA,19,0.009105,0.010742
Vasco da Gama / RJ,19,0.239947,0.416369
América / MG,19,0.288864,0.6545259999999999
São Paulo / SP,19,0.000129,0.000136
São Paulo / SP,18,0.000875,0.001011
Atlético Mineiro / MG,18,5.1e-05,5.5e-05
Bahia / BA,18,0.033209,0.043951000000000004
Cruzeiro / MG,18,0.004438,0.0053690000000000005
Cuiabá / MT,18,0.004245,0.0050739999999999995
Internacional / RS,18,0.015121,0.018993
Athletico Paranaense / PR,18,6e-06,6e-06
Goiás / GO,18,0.042862,0.0576
Coritiba / PR,18,0.17766,0.851584
Fortaleza / CE,18,7.9e-05,8.599999999999999e-05
América / MG,18,0.191336,0.845862
Vasco da Gama / RJ,18,0.26106,0.6774290000000001
Santos / SP,18,0.26749,0.491109
Corinthians / SP,18,0.001568,0.001871
Fortaleza / CE,17,0.000657,0.0007430000000000001
Atlético Mineiro / MG,17,0.000587,0.000642
Coritiba / PR,17,0.098309,0.949893
Goiás / GO,17,0.111015,0.16861500000000001
Red Bull Bragantino / SP,17,1e-06,1e-06
Bahia / BA,17,0.093541,0.137492
América / MG,17,0.101698,0.94756
Vasco da Gama / RJ,17,0.195029,0.872458
Corinthians / SP,17,0.007369,0.00924
São Paulo / SP,17,0.004907,0.005918
Internacional / RS,17,0.050449,0.069442
Fluminense / RJ,17,1e-06,1e-06
Santos / SP,17,0.301214,0.792323
Athletico Paranaense / PR,17,7e-05,7.599999999999999e-05
Cruzeiro / MG,17,0.017453,0.022822000000000002
Cuiabá / MT,17,0.0177,0.022774
Bahia / BA,16,0.211597,0.349089
São Paulo / SP,16,0.01906,0.024978
Cuiabá / MT,16,0.057938,0.080712
Corinthians / SP,16,0.026786,0.036026
Santos / SP,16,0.121024,0.913347
Cruzeiro / MG,16,0.055113,0.077935
Coritiba / PR,16,0.031602,0.981495
América / MG,16,0.032997,0.980557
Fortaleza / CE,16,0.004324,0.0050669999999999995
Internacional / RS,16,0.132012,0.201454
Atlético Mineiro / MG,16,0.004074,0.004716000000000001
Grêmio / RS,16,1e-06,1e-06
Athletico Paranaense / PR,16,0.000574,0.00065
Goiás / GO,16,0.229847,0.398462
Vasco da Gama / RJ,16,0.073037,0.945495
Fluminense / RJ,16,4e-06,4.9999999999999996e-06
Red Bull Bragantino / SP,16,1e-05,1.1000000000000001e-05
Internacional / RS,15,0.174524,0.37597800000000003
Corinthians / SP,15,0.053808,0.089834
Athletico Paranaense / PR,15,0.002385,0.003035
