Club,Position,Probability,Cumulative
Vasco da Gama / RJ,20,0.169919,0.169919
América / MG,20,0.570501,0.570501
Corinthians / SP,20,2.4e-05,2.4e-05
Internacional / RS,20,0.000146,0.000146
Coritiba / PR,20,0.229248,0.229248
Santos / SP,20,0.021445,0.021445
Cruzeiro / MG,20,5e-06,5e-06
Bahia / BA,20,0.007482,0.007482
Goiás / GO,20,0.001228,0.001228
Fortaleza / CE,20,2e-06,2e-06
América / MG,19,0.242967,0.8134680000000001
Goiás / GO,19,0.009537,0.010765
Vasco da Gama / RJ,19,0.280348,0.450267
Cuiabá / MT,19,2e-06,2e-06
Cruzeiro / MG,19,5.9e-05,6.4e-05
Santos / SP,19,0.080204,0.10164899999999999
Coritiba / PR,19,0.349005,0.578253
Bahia / BA,19,0.035588,0.043070000000000004
Internacional / RS,19,0.001912,0.002058
Fortaleza / CE,19,1.2e-05,1.4e-05
Athletico Paranaense / PR,19,1e-06,1e-06
Corinthians / SP,19,0.000365,0.00038899999999999997
Santos / SP,18,0.177249,0.278898
Bahia / BA,18,0.097722,0.140792
Cruzeiro / MG,18,0.000456,0.0005200000000000001
Coritiba / PR,18,0.248766,0.827019
Internacional / RS,18,0.010751,0.012809000000000001
Cuiabá / MT,18,2.8e-05,3e-05
Goiás / GO,18,0.03856,0.049324999999999994
Fortaleza / CE,18,0.000185,0.00019899999999999999
Atlético Mineiro / MG,18,2.7e-05,2.7e-05
Corinthians / SP,18,0.002429,0.002818
São Paulo / SP,18,4e-05,4e-05
Vasco da Gama / RJ,18,0.299729,0.749996
América / MG,18,0.124044,0.937512
Athletico Paranaense / PR,18,1.4e-05,1.5e-05
Fluminense / RJ,17,1.4e-05,1.4e-05
Corinthians / SP,17,0.012661,0.015479
Bahia / BA,17,0.213164,0.353956
Coritiba / PR,17,0.110359,0.937378
Internacional / RS,17,0.044064,0.056873
Cruzeiro / MG,17,0.003563,0.004083
Vasco da Gama / RJ,17,0.149885,0.8998809999999999
Grêmio / RS,17,2e-06,2e-06
Santos / SP,17,0.304779,0.583677
Red Bull Bragantino / SP,17,2e-06,2e-06
Athletico Paranaense / PR,17,0.000137,0.000152
Atlético Mineiro / MG,17,0.000306,0.000333
Cuiabá / MT,17,0.000298,0.000328
América / MG,17,0.043892,0.981404
Goiás / GO,17,0.114833,0.164158
São Paulo / SP,17,0.000373,0.000413
Fortaleza / CE,17,0.001663,0.001862
Flamengo / RJ,17,5e-06,5e-06
Internacional / RS,16,0.110119,0.166992
Corinthians / SP,16,0.039021,0.0545
Fluminense / RJ,16,0.000109,0.000123
Coritiba / PR,16,0.043146,0.980524
Fortaleza / CE,16,0.007857,0.009718999999999998
Flamengo / RJ,16,6.5e-05,7e-05
Cruzeiro / MG,16,0.014272,0.018355
Cuiabá / MT,16,0.001975,0.0023030000000000004
Vasco da Gama / RJ,16,0.065457,0.965338
Goiás / GO,16,0.209389,0.37354699999999996
Grêmio / RS,16,1.7e-05,1.9e-05
América / MG,16,0.013857,0.9952610000000001
Red Bull Bragantino / SP,16,1.8e-05,2e-05
São Paulo / SP,16,0.002037,0.0024500000000000004
Athletico Paranaense / PR,16,0.000884,0.001036
Bahia / BA,16,0.274208,0.628164
Atlético Mineiro / MG,16,0.001949,0.002282
Santos / SP,16,0.21562,0.799297
Grêmio / RS,15,0.000195,0.000214
Coritiba / PR,15,0.014237,0.994761
Flamengo / RJ,15,0.000347,0.00041699999999999994
Fortaleza / CE,15,0.026346,0.036065
Vasco da Gama / RJ,15,0.024204,0.989542
São Paulo / SP,15,0.008177,0.010627000000000001
Athletico Paranaense / PR,15,0.004104,0.0051400000000000005
Bahia / BA,15,0.191926,0.82009
Corinthians / SP,15,0.089073,0.143573
Internacional / RS,15,0.196553,0.363545
Atlético Mineiro / MG,15,0.008081,0.010363
Santos / SP,15,0.117375,0.916672
Goiás / GO,15,0.265182,0.638729
Fluminense / RJ,15,0.000775,0.0008979999999999999
Cruzeiro / MG,15,0.041654,0.06000899999999999
Cuiabá / MT,15,0.007953,0.010256000000000001
Red Bull Bragantino / SP,15,9.4e-05,0.00011399999999999999
América / MG,15,0.003724,0.998985
Internacional / RS,14,0.249243,0.612788
Bahia / BA,14,0.101935,0.922025
América / MG,14,0.000822,0.999807
Cuiabá / MT,14,0.024028,0.034284
Flamengo / RJ,14,0.00182,0.002237
Cruzeiro / MG,14,0.091675,0.15168399999999999
Vasco da Gama / RJ,14,0.007636,0.997178
Coritiba / PR,14,0.00397,0.998731
Athletico Paranaense / PR,14,0.013471,0.018611000000000003
Red Bull Bragantino / SP,14,0.00065,0.0007639999999999999
São Paulo / SP,14,0.0244,0.035027
Fluminense / RJ,14,0.003269,0.0041670000000000006
Palmeiras / SP,14,1.4e-05,1.4e-05
Atlético Mineiro / MG,14,0.024281,0.034643999999999994
Corinthians / SP,14,0.157794,0.301367
Fortaleza / CE,14,0.06354,0.099605
Grêmio / RS,14,0.001014,0.001228
Santos / SP,14,0.052303,0.968975
Goiás / GO,14,0.178135,0.816864
Santos / SP,13,0.019544,0.988519
Atlético Mineiro / MG,13,0.053667,0.088311
Grêmio / RS,13,0.003435,0.0046630000000000005
Bahia / BA,13,0.044968,0.966993
Cruzeiro / MG,13,0.1472,0.298884
Flamengo / RJ,13,0.005921,0.008158
Goiás / GO,13,0.093485,0.910349
Athletico Paranaense / PR,13,0.031817,0.050428
Red Bull Bragantino / SP,13,0.002434,0.003198
Palmeiras / SP,13,6.8e-05,8.2e-05
Fluminense / RJ,13,0.010274,0.014441
Fortaleza / CE,13,0.112934,0.212539
Corinthians / SP,13,0.198972,0.500339
São Paulo / SP,13,0.053185,0.08821200000000001
América / MG,13,0.000146,0.999953
Coritiba / PR,13,0.000955,0.999686
Vasco da Gama / RJ,13,0.002095,0.999273
Internacional / RS,13,0.166724,0.779512
Cuiabá / MT,13,0.052176,0.08646000000000001
América / MG,12,3.7e-05,0.99999
São Paulo / SP,12,0.084232,0.17244400000000001
Goiás / GO,12,0.046022,0.956371
Atlético Mineiro / MG,12,0.085076,0.173387
Fortaleza / CE,12,0.145047,0.357586
Fluminense / RJ,12,0.022029,0.03647
Flamengo / RJ,12,0.013905,0.022063
Santos / SP,12,0.007098,0.995617
Cuiabá / MT,12,0.082831,0.169291
Cruzeiro / MG,12,0.167117,0.466001
Red Bull Bragantino / SP,12,0.00617,0.009368
Palmeiras / SP,12,0.000243,0.000325
Corinthians / SP,12,0.15935,0.659689
Athletico Paranaense / PR,12,0.055518,0.105946
Vasco da Gama / RJ,12,0.000533,0.999806
Internacional / RS,12,0.097265,0.876777
Coritiba / PR,12,0.000226,0.999912
Bahia / BA,12,0.019026,0.986019
Grêmio / RS,12,0.008275,0.012938
Coritiba / PR,11,7e-05,0.999982
Red Bull Bragantino / SP,11,0.012619,0.021987
Grêmio / RS,11,0.015762,0.028700000000000003
Palmeiras / SP,11,0.000653,0.0009780000000000001
Fluminense / RJ,11,0.037708,0.074178
Fortaleza / CE,11,0.148491,0.506077
Corinthians / SP,11,0.115593,0.775282
América / MG,11,8e-06,0.999998
Santos / SP,11,0.002759,0.998376
Cruzeiro / MG,11,0.149661,0.6156619999999999
Athletico Paranaense / PR,11,0.078169,0.184115
São Paulo / SP,11,0.108931,0.28137500000000004
Vasco da Gama / RJ,11,0.000134,0.9999399999999999
Goiás / GO,11,0.022664,0.979035
Internacional / RS,11,0.055379,0.932156
Flamengo / RJ,11,0.0253,0.047363
Bahia / BA,11,0.008092,0.994111
Atlético Mineiro / MG,11,0.109832,0.283219
Cuiabá / MT,11,0.108175,0.277466
Fortaleza / CE,10,0.133249,0.6393260000000001
Vasco da Gama / RJ,10,4.4e-05,0.999984
Palmeiras / SP,10,0.00163,0.002608
Goiás / GO,10,0.011039,0.990074
São Paulo / SP,10,0.124485,0.40586
Red Bull Bragantino / SP,10,0.022356,0.044343
Internacional / RS,10,0.031626,0.963782
Grêmio / RS,10,0.026369,0.055069
Santos / SP,10,0.00099,0.999366
América / MG,10,2e-06,1.0
Athletico Paranaense / PR,10,0.09823,0.282345
Corinthians / SP,10,0.081758,0.85704
Cruzeiro / MG,10,0.119736,0.735398
Flamengo / RJ,10,0.040445,0.087808
Coritiba / PR,10,1.2e-05,0.999994
Fluminense / RJ,10,0.057218,0.131396
Atlético Mineiro / MG,10,0.125643,0.408862
Bahia / BA,10,0.003436,0.997547
Cuiabá / MT,10,0.121732,0.399198
Bahia / BA,9,0.001515,0.999062
Palmeiras / SP,9,0.003679,0.006287
Goiás / GO,9,0.005494,0.995568
São Paulo / SP,9,0.129549,0.535409
Vasco da Gama / RJ,9,9e-06,0.999993
Coritiba / PR,9,4e-06,0.999998
Atlético Mineiro / MG,9,0.130732,0.539594
Cruzeiro / MG,9,0.091949,0.8273469999999999
Grêmio / RS,9,0.040831,0.0959
Internacional / RS,9,0.017829,0.981611
Cuiabá / MT,9,0.125667,0.524865
Flamengo / RJ,9,0.058961,0.146769
Athletico Paranaense / PR,9,0.112336,0.394681
Red Bull Bragantino / SP,9,0.036377,0.08072
Corinthians / SP,9,0.055387,0.912427
Fortaleza / CE,9,0.110773,0.7500990000000001
Santos / SP,9,0.000397,0.999763
Fluminense / RJ,9,0.078511,0.209907
Coritiba / PR,8,2e-06,1.0
Internacional / RS,8,0.009724,0.991335
Red Bull Bragantino / SP,8,0.054982,0.135702
Cuiabá / MT,8,0.121183,0.646048
Grêmio / RS,8,0.059735,0.155635
Fortaleza / CE,8,0.086911,0.83701
Cruzeiro / MG,8,0.066931,0.8942779999999999
Atlético Mineiro / MG,8,0.124119,0.663713
Fluminense / RJ,8,0.100967,0.310874
Santos / SP,8,0.00017,0.999933
Bahia / BA,8,0.000593,0.999655
Vasco da Gama / RJ,8,6e-06,0.999999
Palmeiras / SP,8,0.00743,0.013717
Flamengo / RJ,8,0.081033,0.227802
Corinthians / SP,8,0.037216,0.949643
Goiás / GO,8,0.002595,0.998163
Athletico Paranaense / PR,8,0.122487,0.517168
São Paulo / SP,8,0.123916,0.659325
Bahia / BA,7,0.000244,0.999899
Santos / SP,7,5.1e-05,0.999984
Cruzeiro / MG,7,0.046178,0.940456
Corinthians / SP,7,0.023566,0.973209
Palmeiras / SP,7,0.014808,0.028525000000000002
Red Bull Bragantino / SP,7,0.080176,0.21587800000000001
Internacional / RS,7,0.004863,0.996198
Fluminense / RJ,7,0.123528,0.434402
Athletico Paranaense / PR,7,0.123464,0.640632
São Paulo / SP,7,0.10899,0.7683150000000001
Goiás / GO,7,0.001133,0.999296
Flamengo / RJ,7,0.106303,0.334105
