Player,Club,Championship,Date
551388,Ríver / PI,CdB,05/02/2020
370457,Ríver / PI,CdB,05/02/2020
442500,Ríver / PI,CdB,05/02/2020
373728,Ríver / PI,CdB,05/02/2020
162211,Ríver / PI,CdB,05/02/2020
383668,Ríver / PI,CdB,05/02/2020
165829,Ríver / PI,CdB,05/02/2020
368163,Ríver / PI,CdB,05/02/2020
297314,Ríver / PI,CdB,05/02/2020
341672,Ríver / PI,CdB,05/02/2020
364630,Ríver / PI,CdB,05/02/2020
185444,Bahia / BA,CdB,05/02/2020
309265,Bahia / BA,CdB,05/02/2020
402681,Bahia / BA,CdB,05/02/2020
376734,Bahia / BA,CdB,05/02/2020
314357,Bahia / BA,CdB,05/02/2020
308495,Bahia / BA,CdB,05/02/2020
298642,Bahia / BA,CdB,05/02/2020
182717,Bahia / BA,CdB,05/02/2020
337826,Bahia / BA,CdB,05/02/2020
376586,Bahia / BA,CdB,05/02/2020
378851,Bahia / BA,CdB,05/02/2020
314059,Bahia / BA,CdB,05/02/2020
341159,Ríver / PI,CdB,05/02/2020
299849,Ríver / PI,CdB,05/02/2020
305723,Bahia / BA,CdB,05/02/2020
340938,Ríver / PI,CdB,05/02/2020
292833,Bahia / BA,CdB,05/02/2020
362991,São Luiz / RS,CdB,05/02/2020
305608,São Luiz / RS,CdB,05/02/2020
293136,São Luiz / RS,CdB,05/02/2020
394762,São Luiz / RS,CdB,05/02/2020
399451,São Luiz / RS,CdB,05/02/2020
411414,São Luiz / RS,CdB,05/02/2020
311053,São Luiz / RS,CdB,05/02/2020
347208,São Luiz / RS,CdB,05/02/2020
171894,São Luiz / RS,CdB,05/02/2020
354866,São Luiz / RS,CdB,05/02/2020
334793,São Luiz / RS,CdB,05/02/2020
313762,América / RN,CdB,05/02/2020
341594,América / RN,CdB,05/02/2020
163929,América / RN,CdB,05/02/2020
333459,América / RN,CdB,05/02/2020
401228,América / RN,CdB,05/02/2020
507551,América / RN,CdB,05/02/2020
338920,América / RN,CdB,05/02/2020
154599,América / RN,CdB,05/02/2020
372006,América / RN,CdB,05/02/2020
320929,América / RN,CdB,05/02/2020
292131,América / RN,CdB,05/02/2020
313855,América / RN,CdB,05/02/2020
340932,São Luiz / RS,CdB,05/02/2020
187895,São Luiz / RS,CdB,05/02/2020
341465,América / RN,CdB,05/02/2020
335478,São Luiz / RS,CdB,05/02/2020
456571,América / RN,CdB,05/02/2020
410092,Coruripe / AL,CdB,05/02/2020
443345,Coruripe / AL,CdB,05/02/2020
412818,Coruripe / AL,CdB,05/02/2020
163879,Coruripe / AL,CdB,05/02/2020
342180,Coruripe / AL,CdB,05/02/2020
360491,Coruripe / AL,CdB,05/02/2020
326704,Coruripe / AL,CdB,05/02/2020
170712,Coruripe / AL,CdB,05/02/2020
342414,Coruripe / AL,CdB,05/02/2020
181557,Coruripe / AL,CdB,05/02/2020
610468,Coruripe / AL,CdB,05/02/2020
158893,Juventude / RS,CdB,05/02/2020
292280,Juventude / RS,CdB,05/02/2020
347222,Juventude / RS,CdB,05/02/2020
177948,Juventude / RS,CdB,05/02/2020
174223,Juventude / RS,CdB,05/02/2020
304285,Juventude / RS,CdB,05/02/2020
190137,Juventude / RS,CdB,05/02/2020
170095,Juventude / RS,CdB,05/02/2020
171945,Juventude / RS,CdB,05/02/2020
162467,Juventude / RS,CdB,05/02/2020
360598,Juventude / RS,CdB,05/02/2020
436867,Coruripe / AL,CdB,05/02/2020
537966,Coruripe / AL,CdB,05/02/2020
668075,Coruripe / AL,CdB,05/02/2020
455010,Juventude / RS,CdB,05/02/2020
352000,Juventude / RS,CdB,05/02/2020
341962,XV de Piracicaba / SP,CdB,05/02/2020
171749,XV de Piracicaba / SP,CdB,05/02/2020
166938,XV de Piracicaba / SP,CdB,05/02/2020
180751,XV de Piracicaba / SP,CdB,05/02/2020
318691,XV de Piracicaba / SP,CdB,05/02/2020
187560,XV de Piracicaba / SP,CdB,05/02/2020
175143,XV de Piracicaba / SP,CdB,05/02/2020
175913,XV de Piracicaba / SP,CdB,05/02/2020
191476,XV de Piracicaba / SP,CdB,05/02/2020
545223,XV de Piracicaba / SP,CdB,05/02/2020
380299,XV de Piracicaba / SP,CdB,05/02/2020
445199,Londrina / PR,CdB,05/02/2020
404606,Londrina / PR,CdB,05/02/2020
517942,Londrina / PR,CdB,05/02/2020
331532,Londrina / PR,CdB,05/02/2020
508210,Londrina / PR,CdB,05/02/2020
520072,Londrina / PR,CdB,05/02/2020
310382,Londrina / PR,CdB,05/02/2020
