Player,Club,Championship,Date
363059,Moto Club / MA,CdB,01/03/2022
646528,Moto Club / MA,CdB,01/03/2022
507730,Moto Club / MA,CdB,01/03/2022
177084,Moto Club / MA,CdB,01/03/2022
421285,Moto Club / MA,CdB,01/03/2022
520320,Moto Club / MA,CdB,01/03/2022
306480,Moto Club / MA,CdB,01/03/2022
561183,Moto Club / MA,CdB,01/03/2022
157314,Moto Club / MA,CdB,01/03/2022
424991,Moto Club / MA,CdB,01/03/2022
398284,Moto Club / MA,CdB,01/03/2022
318694,Chapecoense / SC,CdB,01/03/2022
355752,Chapecoense / SC,CdB,01/03/2022
174360,Chapecoense / SC,CdB,01/03/2022
604978,Chapecoense / SC,CdB,01/03/2022
440379,Chapecoense / SC,CdB,01/03/2022
388303,Chapecoense / SC,CdB,01/03/2022
703363,Chapecoense / SC,CdB,01/03/2022
528447,Chapecoense / SC,CdB,01/03/2022
176512,Chapecoense / SC,CdB,01/03/2022
540237,Chapecoense / SC,CdB,01/03/2022
419436,Chapecoense / SC,CdB,01/03/2022
446083,Moto Club / MA,CdB,01/03/2022
389895,Moto Club / MA,CdB,01/03/2022
421460,Moto Club / MA,CdB,01/03/2022
176522,Chapecoense / SC,CdB,01/03/2022
312907,Chapecoense / SC,CdB,01/03/2022
313031,Chapecoense / SC,CdB,01/03/2022
544572,Moto Club / MA,CdB,01/03/2022
523737,Chapecoense / SC,CdB,01/03/2022
558658,Icasa / CE,CdB,01/03/2022
190331,Icasa / CE,CdB,01/03/2022
340849,Icasa / CE,CdB,01/03/2022
362382,Icasa / CE,CdB,01/03/2022
302454,Icasa / CE,CdB,01/03/2022
419404,Icasa / CE,CdB,01/03/2022
182904,Icasa / CE,CdB,01/03/2022
188173,Icasa / CE,CdB,01/03/2022
538408,Icasa / CE,CdB,01/03/2022
310601,Icasa / CE,CdB,01/03/2022
313715,Icasa / CE,CdB,01/03/2022
404381,Tombense / MG,CdB,01/03/2022
325581,Tombense / MG,CdB,01/03/2022
302774,Tombense / MG,CdB,01/03/2022
412193,Tombense / MG,CdB,01/03/2022
415008,Tombense / MG,CdB,01/03/2022
177436,Tombense / MG,CdB,01/03/2022
448273,Tombense / MG,CdB,01/03/2022
466231,Tombense / MG,CdB,01/03/2022
308283,Tombense / MG,CdB,01/03/2022
318082,Tombense / MG,CdB,01/03/2022
350930,Tombense / MG,CdB,01/03/2022
535947,Tombense / MG,CdB,01/03/2022
509540,Tombense / MG,CdB,01/03/2022
154961,Tombense / MG,CdB,01/03/2022
372964,Icasa / CE,CdB,01/03/2022
462879,Icasa / CE,CdB,01/03/2022
307202,Icasa / CE,CdB,01/03/2022
441692,Tombense / MG,CdB,01/03/2022
545253,Tombense / MG,CdB,01/03/2022
177822,Bahia de Feira / BA,CdB,24/02/2022
420137,Bahia de Feira / BA,CdB,24/02/2022
172714,Bahia de Feira / BA,CdB,24/02/2022
172555,Bahia de Feira / BA,CdB,24/02/2022
541599,Bahia de Feira / BA,CdB,24/02/2022
514141,Bahia de Feira / BA,CdB,24/02/2022
403274,Bahia de Feira / BA,CdB,24/02/2022
329440,Bahia de Feira / BA,CdB,24/02/2022
418597,Bahia de Feira / BA,CdB,24/02/2022
179048,Bahia de Feira / BA,CdB,24/02/2022
407342,Bahia de Feira / BA,CdB,24/02/2022
318266,Coritiba / PR,CdB,24/02/2022
180083,Coritiba / PR,CdB,24/02/2022
168982,Coritiba / PR,CdB,24/02/2022
292282,Coritiba / PR,CdB,24/02/2022
749306,Coritiba / PR,CdB,24/02/2022
404816,Coritiba / PR,CdB,24/02/2022
422347,Coritiba / PR,CdB,24/02/2022
516941,Coritiba / PR,CdB,24/02/2022
157280,Coritiba / PR,CdB,24/02/2022
161301,Coritiba / PR,CdB,24/02/2022
