Player,Club,Championship,Date
304173,Aguia de Maraba / PA,Serie_D,07/05/2023
328313,Aguia de Maraba / PA,Serie_D,07/05/2023
599520,Aguia de Maraba / PA,Serie_D,07/05/2023
457695,Aguia de Maraba / PA,Serie_D,07/05/2023
315254,Aguia de Maraba / PA,Serie_D,07/05/2023
332776,Aguia de Maraba / PA,Serie_D,07/05/2023
429251,Aguia de Maraba / PA,Serie_D,07/05/2023
552676,Aguia de Maraba / PA,Serie_D,07/05/2023
404356,Aguia de Maraba / PA,Serie_D,07/05/2023
419230,Aguia de Maraba / PA,Serie_D,07/05/2023
453857,Aguia de Maraba / PA,Serie_D,07/05/2023
451679,Princesa do Solimões / AM,Serie_D,07/05/2023
185423,Princesa do Solimões / AM,Serie_D,07/05/2023
549420,Princesa do Solimões / AM,Serie_D,07/05/2023
291610,Princesa do Solimões / AM,Serie_D,07/05/2023
387488,Princesa do Solimões / AM,Serie_D,07/05/2023
629051,Princesa do Solimões / AM,Serie_D,07/05/2023
152877,Princesa do Solimões / AM,Serie_D,07/05/2023
610284,Princesa do Solimões / AM,Serie_D,07/05/2023
404612,Princesa do Solimões / AM,Serie_D,07/05/2023
366270,Princesa do Solimões / AM,Serie_D,07/05/2023
355536,Princesa do Solimões / AM,Serie_D,07/05/2023
295611,Princesa do Solimões / AM,Serie_D,07/05/2023
544106,Princesa do Solimões / AM,Serie_D,07/05/2023
308740,Princesa do Solimões / AM,Serie_D,07/05/2023
526599,Princesa do Solimões / AM,Serie_D,07/05/2023
634225,Aguia de Maraba / PA,Serie_D,07/05/2023
320081,Aguia de Maraba / PA,Serie_D,07/05/2023
557563,Princesa do Solimões / AM,Serie_D,07/05/2023
604905,Aguia de Maraba / PA,Serie_D,07/05/2023
458878,Aguia de Maraba / PA,Serie_D,07/05/2023
291811,Aguia de Maraba / PA,Serie_D,07/05/2023
617617,Nacional / AM,Serie_D,07/05/2023
522755,Nacional / AM,Serie_D,07/05/2023
342154,Nacional / AM,Serie_D,07/05/2023
446698,Nacional / AM,Serie_D,07/05/2023
506096,Nacional / AM,Serie_D,07/05/2023
526702,Nacional / AM,Serie_D,07/05/2023
513871,Nacional / AM,Serie_D,07/05/2023
354207,Nacional / AM,Serie_D,07/05/2023
349712,Nacional / AM,Serie_D,07/05/2023
336080,Nacional / AM,Serie_D,07/05/2023
386023,Nacional / AM,Serie_D,07/05/2023
373907,Humaitá / AC,Serie_D,07/05/2023
550446,Humaitá / AC,Serie_D,07/05/2023
535625,Humaitá / AC,Serie_D,07/05/2023
319905,Humaitá / AC,Serie_D,07/05/2023
309047,Humaitá / AC,Serie_D,07/05/2023
550859,Humaitá / AC,Serie_D,07/05/2023
384103,Humaitá / AC,Serie_D,07/05/2023
693118,Humaitá / AC,Serie_D,07/05/2023
367653,Humaitá / AC,Serie_D,07/05/2023
543363,Humaitá / AC,Serie_D,07/05/2023
530709,Humaitá / AC,Serie_D,07/05/2023
531760,Humaitá / AC,Serie_D,07/05/2023
384569,Humaitá / AC,Serie_D,07/05/2023
622188,Humaitá / AC,Serie_D,07/05/2023
558056,Nacional / AM,Serie_D,07/05/2023
299823,Nacional / AM,Serie_D,07/05/2023
511326,Humaitá / AC,Serie_D,07/05/2023
370616,Humaitá / AC,Serie_D,07/05/2023
519096,Nacional / AM,Serie_D,07/05/2023
396159,Nacional / AM,Serie_D,07/05/2023
358496,Nacional / AM,Serie_D,07/05/2023
415354,Sao Francisco / AC,Serie_D,07/05/2023
461401,Sao Francisco / AC,Serie_D,07/05/2023
465171,Sao Francisco / AC,Serie_D,07/05/2023
508801,Sao Francisco / AC,Serie_D,07/05/2023
178014,Sao Francisco / AC,Serie_D,07/05/2023
372811,Sao Francisco / AC,Serie_D,07/05/2023
702835,Sao Francisco / AC,Serie_D,07/05/2023
509001,Sao Francisco / AC,Serie_D,07/05/2023
671092,Sao Francisco / AC,Serie_D,07/05/2023
646561,Sao Francisco / AC,Serie_D,07/05/2023
509132,Sao Francisco / AC,Serie_D,07/05/2023
372047,São Raimundo / RR,Serie_D,07/05/2023
643071,São Raimundo / RR,Serie_D,07/05/2023
439149,São Raimundo / RR,Serie_D,07/05/2023
319826,São Raimundo / RR,Serie_D,07/05/2023
347957,São Raimundo / RR,Serie_D,07/05/2023
338266,São Raimundo / RR,Serie_D,07/05/2023
431905,São Raimundo / RR,Serie_D,07/05/2023
412581,São Raimundo / RR,Serie_D,07/05/2023
386198,São Raimundo / RR,Serie_D,07/05/2023
427070,São Raimundo / RR,Serie_D,07/05/2023
312387,São Raimundo / RR,Serie_D,07/05/2023
164658,São Raimundo / RR,Serie_D,07/05/2023
426517,São Raimundo / RR,Serie_D,07/05/2023
367541,Sao Francisco / AC,Serie_D,07/05/2023
589849,Sao Francisco / AC,Serie_D,07/05/2023
653135,São Raimundo / RR,Serie_D,07/05/2023
384709,Sao Francisco / AC,Serie_D,07/05/2023
537554,Sao Francisco / AC,Serie_D,07/05/2023
751433,São Raimundo / RR,Serie_D,07/05/2023
301740,São Raimundo / RR,Serie_D,07/05/2023
340020,Trem / AP,Serie_D,06/05/2023
441885,Trem / AP,Serie_D,06/05/2023
427733,Trem / AP,Serie_D,06/05/2023
384945,Trem / AP,Serie_D,06/05/2023
182085,Trem / AP,Serie_D,06/05/2023
526374,Trem / AP,Serie_D,06/05/2023
291356,Trem / AP,Serie_D,06/05/2023
172851,Trem / AP,Serie_D,06/05/2023
608192,Trem / AP,Serie_D,06/05/2023
172766,Trem / AP,Serie_D,06/05/2023
432741,Trem / AP,Serie_D,06/05/2023
539327,Tuna Luso / PA,Serie_D,06/05/2023
427516,Tuna Luso / PA,Serie_D,06/05/2023
508155,Tuna Luso / PA,Serie_D,06/05/2023
561183,Tuna Luso / PA,Serie_D,06/05/2023
602685,Tuna Luso / PA,Serie_D,06/05/2023
427825,Tuna Luso / PA,Serie_D,06/05/2023
361767,Tuna Luso / PA,Serie_D,06/05/2023
459300,Tuna Luso / PA,Serie_D,06/05/2023
191680,Tuna Luso / PA,Serie_D,06/05/2023
404251,Tuna Luso / PA,Serie_D,06/05/2023
183840,Tuna Luso / PA,Serie_D,06/05/2023
435879,Trem / AP,Serie_D,06/05/2023
455997,Tuna Luso / PA,Serie_D,06/05/2023
341612,Tuna Luso / PA,Serie_D,06/05/2023
448597,Tuna Luso / PA,Serie_D,06/05/2023
442906,Trem / AP,Serie_D,06/05/2023
360906,Trem / AP,Serie_D,06/05/2023
448007,Trem / AP,Serie_D,06/05/2023
544572,Tuna Luso / PA,Serie_D,06/05/2023
308770,Trem / AP,Serie_D,06/05/2023
179811,Ferroviário / CE,Serie_D,07/05/2023
177953,Ferroviário / CE,Serie_D,07/05/2023
184087,Ferroviário / CE,Serie_D,07/05/2023
408812,Ferroviário / CE,Serie_D,07/05/2023
341396,Ferroviário / CE,Serie_D,07/05/2023
633836,Ferroviário / CE,Serie_D,07/05/2023
385488,Ferroviário / CE,Serie_D,07/05/2023
612934,Ferroviário / CE,Serie_D,07/05/2023
154961,Ferroviário / CE,Serie_D,07/05/2023
346228,Ferroviário / CE,Serie_D,07/05/2023
337532,Ferroviário / CE,Serie_D,07/05/2023
714253,Fluminense / PI,Serie_D,07/05/2023
341047,Fluminense / PI,Serie_D,07/05/2023
523871,Fluminense / PI,Serie_D,07/05/2023
350446,Fluminense / PI,Serie_D,07/05/2023
306157,Fluminense / PI,Serie_D,07/05/2023
369753,Fluminense / PI,Serie_D,07/05/2023
432301,Fluminense / PI,Serie_D,07/05/2023
341159,Fluminense / PI,Serie_D,07/05/2023
165400,Fluminense / PI,Serie_D,07/05/2023
689416,Fluminense / PI,Serie_D,07/05/2023
322780,Fluminense / PI,Serie_D,07/05/2023
607286,Fluminense / PI,Serie_D,07/05/2023
340272,Ferroviário / CE,Serie_D,07/05/2023
679802,Ferroviário / CE,Serie_D,07/05/2023
537701,Fluminense / PI,Serie_D,07/05/2023
302789,Fluminense / PI,Serie_D,07/05/2023
389422,Ferroviário / CE,Serie_D,07/05/2023
584142,Ferroviário / CE,Serie_D,07/05/2023
340109,Ferroviário / CE,Serie_D,07/05/2023
522703,Fluminense / PI,Serie_D,07/05/2023
721842,Fluminense / PI,Serie_D,07/05/2023
302711,Parnahyba / PI,Serie_D,07/05/2023
354568,Parnahyba / PI,Serie_D,07/05/2023
385384,Parnahyba / PI,Serie_D,07/05/2023
306360,Parnahyba / PI,Serie_D,07/05/2023
179139,Parnahyba / PI,Serie_D,07/05/2023
551343,Parnahyba / PI,Serie_D,07/05/2023
350088,Parnahyba / PI,Serie_D,07/05/2023
183228,Parnahyba / PI,Serie_D,07/05/2023
636795,Parnahyba / PI,Serie_D,07/05/2023
406609,Parnahyba / PI,Serie_D,07/05/2023
438680,Parnahyba / PI,Serie_D,07/05/2023
606082,Tocantinópolis / TO,Serie_D,07/05/2023
355861,Tocantinópolis / TO,Serie_D,07/05/2023
537980,Tocantinópolis / TO,Serie_D,07/05/2023
553808,Tocantinópolis / TO,Serie_D,07/05/2023
369409,Tocantinópolis / TO,Serie_D,07/05/2023
504270,Tocantinópolis / TO,Serie_D,07/05/2023
182904,Tocantinópolis / TO,Serie_D,07/05/2023
162398,Tocantinópolis / TO,Serie_D,07/05/2023
360824,Tocantinópolis / TO,Serie_D,07/05/2023
309823,Tocantinópolis / TO,Serie_D,07/05/2023
407301,Tocantinópolis / TO,Serie_D,07/05/2023
417543,Parnahyba / PI,Serie_D,07/05/2023
305553,Parnahyba / PI,Serie_D,07/05/2023
562612,Tocantinópolis / TO,Serie_D,07/05/2023
372262,Tocantinópolis / TO,Serie_D,07/05/2023
554776,Tocantinópolis / TO,Serie_D,07/05/2023
346926,Tocantinópolis / TO,Serie_D,07/05/2023
298650,Parnahyba / PI,Serie_D,07/05/2023
331149,Parnahyba / PI,Serie_D,07/05/2023
554749,Parnahyba / PI,Serie_D,07/05/2023
554152,Tocantinópolis / TO,Serie_D,07/05/2023
306158,Caucaia / CE,Serie_D,07/05/2023
191387,Caucaia / CE,Serie_D,07/05/2023
175215,Caucaia / CE,Serie_D,07/05/2023
704009,Caucaia / CE,Serie_D,07/05/2023
547395,Caucaia / CE,Serie_D,07/05/2023
436263,Caucaia / CE,Serie_D,07/05/2023
705281,Caucaia / CE,Serie_D,07/05/2023
449638,Caucaia / CE,Serie_D,07/05/2023
403805,Caucaia / CE,Serie_D,07/05/2023
374717,Caucaia / CE,Serie_D,07/05/2023
423123,Caucaia / CE,Serie_D,07/05/2023
380115,Cordino / MA,Serie_D,07/05/2023
185520,Cordino / MA,Serie_D,07/05/2023
172741,Cordino / MA,Serie_D,07/05/2023
509685,Cordino / MA,Serie_D,07/05/2023
317622,Cordino / MA,Serie_D,07/05/2023
367072,Cordino / MA,Serie_D,07/05/2023
518399,Cordino / MA,Serie_D,07/05/2023
414464,Cordino / MA,Serie_D,07/05/2023
401881,Cordino / MA,Serie_D,07/05/2023
398284,Cordino / MA,Serie_D,07/05/2023
514705,Cordino / MA,Serie_D,07/05/2023
692881,Cordino / MA,Serie_D,07/05/2023
582812,Caucaia / CE,Serie_D,07/05/2023
538940,Cordino / MA,Serie_D,07/05/2023
591346,Cordino / MA,Serie_D,07/05/2023
512384,Caucaia / CE,Serie_D,07/05/2023
171339,Caucaia / CE,Serie_D,07/05/2023
776717,Caucaia / CE,Serie_D,07/05/2023
645521,Cordino / MA,Serie_D,07/05/2023
368198,Cordino / MA,Serie_D,07/05/2023
465033,Caucaia / CE,Serie_D,07/05/2023
595323,Maranhão / MA,Serie_D,07/05/2023
303516,Maranhão / MA,Serie_D,07/05/2023
536599,Maranhão / MA,Serie_D,07/05/2023
515322,Maranhão / MA,Serie_D,07/05/2023
299373,Maranhão / MA,Serie_D,07/05/2023
359014,Maranhão / MA,Serie_D,07/05/2023
533812,Maranhão / MA,Serie_D,07/05/2023
628913,Maranhão / MA,Serie_D,07/05/2023
509723,Maranhão / MA,Serie_D,07/05/2023
465714,Maranhão / MA,Serie_D,07/05/2023
503415,Maranhão / MA,Serie_D,07/05/2023
553013,Atlético / CE,Serie_D,07/05/2023
465842,Atlético / CE,Serie_D,07/05/2023
158307,Atlético / CE,Serie_D,07/05/2023
462956,Atlético / CE,Serie_D,07/05/2023
437739,Atlético / CE,Serie_D,07/05/2023
377375,Atlético / CE,Serie_D,07/05/2023
292114,Atlético / CE,Serie_D,07/05/2023
356238,Atlético / CE,Serie_D,07/05/2023
552219,Atlético / CE,Serie_D,07/05/2023
430366,Atlético / CE,Serie_D,07/05/2023
175614,Atlético / CE,Serie_D,07/05/2023
630365,Maranhão / MA,Serie_D,07/05/2023
350939,Atlético / CE,Serie_D,07/05/2023
541640,Atlético / CE,Serie_D,07/05/2023
559238,Maranhão / MA,Serie_D,07/05/2023
739934,Maranhão / MA,Serie_D,07/05/2023
401136,Atlético / CE,Serie_D,07/05/2023
667123,Atlético / CE,Serie_D,07/05/2023
747375,Maranhão / MA,Serie_D,07/05/2023
595460,Maranhão / MA,Serie_D,07/05/2023
425982,Nacional / PB,Serie_D,07/05/2023
432082,Nacional / PB,Serie_D,07/05/2023
401633,Nacional / PB,Serie_D,07/05/2023
172624,Nacional / PB,Serie_D,07/05/2023
532660,Nacional / PB,Serie_D,07/05/2023
328335,Nacional / PB,Serie_D,07/05/2023
530443,Nacional / PB,Serie_D,07/05/2023
653322,Nacional / PB,Serie_D,07/05/2023
556022,Nacional / PB,Serie_D,07/05/2023
364594,Nacional / PB,Serie_D,07/05/2023
178383,Nacional / PB,Serie_D,07/05/2023
342195,Potiguar / RN,Serie_D,07/05/2023
309780,Potiguar / RN,Serie_D,07/05/2023
301162,Potiguar / RN,Serie_D,07/05/2023
370098,Potiguar / RN,Serie_D,07/05/2023
294723,Potiguar / RN,Serie_D,07/05/2023
306353,Potiguar / RN,Serie_D,07/05/2023
534833,Potiguar / RN,Serie_D,07/05/2023
463507,Potiguar / RN,Serie_D,07/05/2023
324846,Potiguar / RN,Serie_D,07/05/2023
640450,Potiguar / RN,Serie_D,07/05/2023
404831,Potiguar / RN,Serie_D,07/05/2023
593819,Potiguar / RN,Serie_D,07/05/2023
291704,Nacional / PB,Serie_D,07/05/2023
376601,Nacional / PB,Serie_D,07/05/2023
681770,Nacional / PB,Serie_D,07/05/2023
614179,Potiguar / RN,Serie_D,07/05/2023
458939,Nacional / PB,Serie_D,07/05/2023
504072,Potiguar / RN,Serie_D,07/05/2023
637743,Potiguar / RN,Serie_D,07/05/2023
428677,Potiguar / RN,Serie_D,07/05/2023
621726,Globo / RN,Serie_D,07/05/2023
618737,Globo / RN,Serie_D,07/05/2023
616631,Globo / RN,Serie_D,07/05/2023
366240,Globo / RN,Serie_D,07/05/2023
589317,Globo / RN,Serie_D,07/05/2023
674809,Globo / RN,Serie_D,07/05/2023
696835,Globo / RN,Serie_D,07/05/2023
591701,Globo / RN,Serie_D,07/05/2023
458212,Globo / RN,Serie_D,07/05/2023
543357,Globo / RN,Serie_D,07/05/2023
380970,Globo / RN,Serie_D,07/05/2023
518746,Sousa / PB,Serie_D,07/05/2023
341672,Sousa / PB,Serie_D,07/05/2023
299190,Sousa / PB,Serie_D,07/05/2023
431793,Sousa / PB,Serie_D,07/05/2023
607926,Sousa / PB,Serie_D,07/05/2023
350702,Sousa / PB,Serie_D,07/05/2023
530149,Sousa / PB,Serie_D,07/05/2023
441107,Sousa / PB,Serie_D,07/05/2023
389211,Sousa / PB,Serie_D,07/05/2023
588798,Sousa / PB,Serie_D,07/05/2023
523373,Sousa / PB,Serie_D,07/05/2023
655897,Globo / RN,Serie_D,07/05/2023
559196,Globo / RN,Serie_D,07/05/2023
401484,Sousa / PB,Serie_D,07/05/2023
593512,Sousa / PB,Serie_D,07/05/2023
453732,Globo / RN,Serie_D,07/05/2023
538679,Globo / RN,Serie_D,07/05/2023
648869,Sousa / PB,Serie_D,07/05/2023
407477,Globo / RN,Serie_D,07/05/2023
543712,Santa Cruz / PE,Serie_D,08/05/2023
351839,Santa Cruz / PE,Serie_D,08/05/2023
465956,Santa Cruz / PE,Serie_D,08/05/2023
381688,Santa Cruz / PE,Serie_D,08/05/2023
380211,Santa Cruz / PE,Serie_D,08/05/2023
170477,Santa Cruz / PE,Serie_D,08/05/2023
175503,Santa Cruz / PE,Serie_D,08/05/2023
367363,Santa Cruz / PE,Serie_D,08/05/2023
605508,Santa Cruz / PE,Serie_D,08/05/2023
586412,Santa Cruz / PE,Serie_D,08/05/2023
457301,Santa Cruz / PE,Serie_D,08/05/2023
340812,Iguatu / CE,Serie_D,08/05/2023
535046,Iguatu / CE,Serie_D,08/05/2023
371590,Iguatu / CE,Serie_D,08/05/2023
546479,Iguatu / CE,Serie_D,08/05/2023
448547,Iguatu / CE,Serie_D,08/05/2023
423648,Iguatu / CE,Serie_D,08/05/2023
340235,Iguatu / CE,Serie_D,08/05/2023
414138,Iguatu / CE,Serie_D,08/05/2023
299938,Iguatu / CE,Serie_D,08/05/2023
300045,Iguatu / CE,Serie_D,08/05/2023
168766,Iguatu / CE,Serie_D,08/05/2023
457316,Iguatu / CE,Serie_D,08/05/2023
607258,Santa Cruz / PE,Serie_D,08/05/2023
293090,Iguatu / CE,Serie_D,08/05/2023
531266,Iguatu / CE,Serie_D,08/05/2023
580746,Santa Cruz / PE,Serie_D,08/05/2023
534882,Santa Cruz / PE,Serie_D,08/05/2023
375673,Iguatu / CE,Serie_D,08/05/2023
641291,Iguatu / CE,Serie_D,08/05/2023
631372,Santa Cruz / PE,Serie_D,08/05/2023
602901,Santa Cruz / PE,Serie_D,08/05/2023
552526,Pacajus / CE,Serie_D,06/05/2023
329434,Pacajus / CE,Serie_D,06/05/2023
172014,Pacajus / CE,Serie_D,06/05/2023
299804,Pacajus / CE,Serie_D,06/05/2023
178301,Pacajus / CE,Serie_D,06/05/2023
179315,Pacajus / CE,Serie_D,06/05/2023
177456,Pacajus / CE,Serie_D,06/05/2023
513298,Pacajus / CE,Serie_D,06/05/2023
367962,Pacajus / CE,Serie_D,06/05/2023
184578,Pacajus / CE,Serie_D,06/05/2023
368183,Pacajus / CE,Serie_D,06/05/2023
371657,Campinense / PB,Serie_D,06/05/2023
170269,Campinense / PB,Serie_D,06/05/2023
177998,Campinense / PB,Serie_D,06/05/2023
393898,Campinense / PB,Serie_D,06/05/2023
341787,Campinense / PB,Serie_D,06/05/2023
320016,Campinense / PB,Serie_D,06/05/2023
447818,Campinense / PB,Serie_D,06/05/2023
394142,Campinense / PB,Serie_D,06/05/2023
178297,Campinense / PB,Serie_D,06/05/2023
370556,Campinense / PB,Serie_D,06/05/2023
587152,Campinense / PB,Serie_D,06/05/2023
