Player,Club,Championship,Date
337830,Flamengo / RJ,Serie_A,09/08/2020
310733,Flamengo / RJ,Serie_A,09/08/2020
156447,Flamengo / RJ,Serie_A,09/08/2020
521990,Flamengo / RJ,Serie_A,09/08/2020
293420,Flamengo / RJ,Serie_A,09/08/2020
159238,Flamengo / RJ,Serie_A,09/08/2020
316645,Flamengo / RJ,Serie_A,09/08/2020
177444,Flamengo / RJ,Serie_A,09/08/2020
310373,Flamengo / RJ,Serie_A,09/08/2020
401839,Flamengo / RJ,Serie_A,09/08/2020
161656,Flamengo / RJ,Serie_A,09/08/2020
317445,Atlético Mineiro / MG,Serie_A,09/08/2020
699115,Atlético Mineiro / MG,Serie_A,09/08/2020
344314,Atlético Mineiro / MG,Serie_A,09/08/2020
318309,Atlético Mineiro / MG,Serie_A,09/08/2020
504064,Atlético Mineiro / MG,Serie_A,09/08/2020
180213,Atlético Mineiro / MG,Serie_A,09/08/2020
699171,Atlético Mineiro / MG,Serie_A,09/08/2020
339266,Atlético Mineiro / MG,Serie_A,09/08/2020
307840,Atlético Mineiro / MG,Serie_A,09/08/2020
339258,Atlético Mineiro / MG,Serie_A,09/08/2020
694075,Atlético Mineiro / MG,Serie_A,09/08/2020
347809,Atlético Mineiro / MG,Serie_A,09/08/2020
303716,Flamengo / RJ,Serie_A,09/08/2020
346196,Atlético Mineiro / MG,Serie_A,09/08/2020
304434,Atlético Mineiro / MG,Serie_A,09/08/2020
463599,Atlético Mineiro / MG,Serie_A,09/08/2020
534667,Flamengo / RJ,Serie_A,09/08/2020
375634,Atlético Mineiro / MG,Serie_A,09/08/2020
307245,Flamengo / RJ,Serie_A,09/08/2020
502001,Botafogo / RJ,Serie_A,30/09/2020
309431,Botafogo / RJ,Serie_A,30/09/2020
502361,Botafogo / RJ,Serie_A,30/09/2020
336119,Botafogo / RJ,Serie_A,30/09/2020
567849,Botafogo / RJ,Serie_A,30/09/2020
701108,Botafogo / RJ,Serie_A,30/09/2020
314287,Botafogo / RJ,Serie_A,30/09/2020
175720,Botafogo / RJ,Serie_A,30/09/2020
355418,Botafogo / RJ,Serie_A,30/09/2020
137990,Botafogo / RJ,Serie_A,30/09/2020
700591,Botafogo / RJ,Serie_A,30/09/2020
185444,Bahia / BA,Serie_A,30/09/2020
521939,Bahia / BA,Serie_A,30/09/2020
309265,Bahia / BA,Serie_A,30/09/2020
159607,Bahia / BA,Serie_A,30/09/2020
376734,Bahia / BA,Serie_A,30/09/2020
314357,Bahia / BA,Serie_A,30/09/2020
402681,Bahia / BA,Serie_A,30/09/2020
518590,Bahia / BA,Serie_A,30/09/2020
178875,Bahia / BA,Serie_A,30/09/2020
182717,Bahia / BA,Serie_A,30/09/2020
183977,Bahia / BA,Serie_A,30/09/2020
466025,Botafogo / RJ,Serie_A,30/09/2020
519236,Botafogo / RJ,Serie_A,30/09/2020
692836,Botafogo / RJ,Serie_A,30/09/2020
405543,Botafogo / RJ,Serie_A,30/09/2020
405698,Bahia / BA,Serie_A,30/09/2020
