Player,Club,Championship,Date
184858,Goianesia / GO,CdB,16/03/2016
186510,Goianesia / GO,CdB,16/03/2016
129927,Goianesia / GO,CdB,16/03/2016
347045,Goianesia / GO,CdB,16/03/2016
169666,Goianesia / GO,CdB,16/03/2016
186245,Goianesia / GO,CdB,16/03/2016
334543,Goianesia / GO,CdB,16/03/2016
138389,Goianesia / GO,CdB,16/03/2016
170741,Goianesia / GO,CdB,16/03/2016
177984,Goianesia / GO,CdB,16/03/2016
152779,Goianesia / GO,CdB,16/03/2016
190231,ABC / RN,CdB,16/03/2016
313930,ABC / RN,CdB,16/03/2016
190331,ABC / RN,CdB,16/03/2016
161673,ABC / RN,CdB,16/03/2016
176655,ABC / RN,CdB,16/03/2016
155864,ABC / RN,CdB,16/03/2016
189999,ABC / RN,CdB,16/03/2016
177626,ABC / RN,CdB,16/03/2016
165353,ABC / RN,CdB,16/03/2016
541203,ABC / RN,CdB,16/03/2016
370091,ABC / RN,CdB,16/03/2016
318644,ABC / RN,CdB,16/03/2016
293429,ABC / RN,CdB,16/03/2016
141842,Goianesia / GO,CdB,16/03/2016
167243,Goianesia / GO,CdB,16/03/2016
432502,ABC / RN,CdB,16/03/2016
292272,Goianesia / GO,CdB,16/03/2016
159768,Linense / SP,CdB,16/03/2016
305721,Linense / SP,CdB,16/03/2016
293385,Linense / SP,CdB,16/03/2016
159237,Linense / SP,CdB,16/03/2016
345210,Linense / SP,CdB,16/03/2016
166249,Linense / SP,CdB,16/03/2016
150105,Linense / SP,CdB,16/03/2016
321561,Linense / SP,CdB,16/03/2016
165391,Linense / SP,CdB,16/03/2016
170036,Linense / SP,CdB,16/03/2016
405970,Linense / SP,CdB,16/03/2016
296138,Botafogo / PB,CdB,16/03/2016
166989,Botafogo / PB,CdB,16/03/2016
188559,Botafogo / PB,CdB,16/03/2016
176902,Botafogo / PB,CdB,16/03/2016
175954,Botafogo / PB,CdB,16/03/2016
146379,Botafogo / PB,CdB,16/03/2016
310070,Botafogo / PB,CdB,16/03/2016
383914,Botafogo / PB,CdB,16/03/2016
297781,Botafogo / PB,CdB,16/03/2016
156897,Botafogo / PB,CdB,16/03/2016
358911,Botafogo / PB,CdB,16/03/2016
301087,Linense / SP,CdB,16/03/2016
161518,Linense / SP,CdB,16/03/2016
430412,Botafogo / PB,CdB,16/03/2016
302227,Linense / SP,CdB,16/03/2016
187141,Botafogo / PB,CdB,16/03/2016
155127,Botafogo / PB,CdB,16/03/2016
178960,Parauapebas / PA,CdB,16/03/2016
454820,Parauapebas / PA,CdB,16/03/2016
456234,Parauapebas / PA,CdB,16/03/2016
165234,Parauapebas / PA,CdB,16/03/2016
187589,Parauapebas / PA,CdB,16/03/2016
329434,Parauapebas / PA,CdB,16/03/2016
306397,Parauapebas / PA,CdB,16/03/2016
427275,Parauapebas / PA,CdB,16/03/2016
167947,Parauapebas / PA,CdB,16/03/2016
156761,Parauapebas / PA,CdB,16/03/2016
164961,Parauapebas / PA,CdB,16/03/2016
311339,Londrina / PR,CdB,16/03/2016
540730,Londrina / PR,CdB,16/03/2016
511021,Londrina / PR,CdB,16/03/2016
441035,Londrina / PR,CdB,16/03/2016
525810,Londrina / PR,CdB,16/03/2016
169115,Londrina / PR,CdB,16/03/2016
323184,Londrina / PR,CdB,16/03/2016
301741,Londrina / PR,CdB,16/03/2016
157272,Londrina / PR,CdB,16/03/2016
357300,Londrina / PR,CdB,16/03/2016
344899,Londrina / PR,CdB,16/03/2016
379397,Londrina / PR,CdB,16/03/2016
152199,Parauapebas / PA,CdB,16/03/2016
311813,Londrina / PR,CdB,16/03/2016
454825,Parauapebas / PA,CdB,16/03/2016
164211,Parauapebas / PA,CdB,16/03/2016
373724,Londrina / PR,CdB,16/03/2016
164656,Rio Branco / ES,CdB,16/03/2016
341889,Rio Branco / ES,CdB,16/03/2016
310839,Rio Branco / ES,CdB,16/03/2016
160296,Rio Branco / ES,CdB,16/03/2016
308107,Rio Branco / ES,CdB,16/03/2016
184644,Rio Branco / ES,CdB,16/03/2016
169841,Rio Branco / ES,CdB,16/03/2016
177710,Rio Branco / ES,CdB,16/03/2016
151028,Rio Branco / ES,CdB,16/03/2016
138199,Rio Branco / ES,CdB,16/03/2016
298888,Rio Branco / ES,CdB,16/03/2016
310724,Santa Cruz / PE,CdB,16/03/2016
370555,Santa Cruz / PE,CdB,16/03/2016
159190,Santa Cruz / PE,CdB,16/03/2016
333318,Santa Cruz / PE,CdB,16/03/2016
160028,Santa Cruz / PE,CdB,16/03/2016
178231,Santa Cruz / PE,CdB,16/03/2016
185012,Santa Cruz / PE,CdB,16/03/2016
175913,Santa Cruz / PE,CdB,16/03/2016
292833,Santa Cruz / PE,CdB,16/03/2016
188960,Santa Cruz / PE,CdB,16/03/2016
185297,Santa Cruz / PE,CdB,16/03/2016
169455,Rio Branco / ES,CdB,16/03/2016
541624,Rio Branco / ES,CdB,16/03/2016
447783,Santa Cruz / PE,CdB,16/03/2016
335303,Santa Cruz / PE,CdB,16/03/2016
370951,Rio Branco / ES,CdB,16/03/2016
341132,Santa Cruz / PE,CdB,16/03/2016
341683,Confiança / SE,CdB,16/03/2016
158903,Confiança / SE,CdB,16/03/2016
188636,Confiança / SE,CdB,16/03/2016
182526,Confiança / SE,CdB,16/03/2016
326990,Confiança / SE,CdB,16/03/2016
174930,Confiança / SE,CdB,16/03/2016
171961,Confiança / SE,CdB,16/03/2016
376566,Confiança / SE,CdB,16/03/2016
372006,Confiança / SE,CdB,16/03/2016
159683,Confiança / SE,CdB,16/03/2016
364905,Confiança / SE,CdB,16/03/2016
166649,Flamengo / RJ,CdB,16/03/2016
353568,Flamengo / RJ,CdB,16/03/2016
156351,Flamengo / RJ,CdB,16/03/2016
310950,Flamengo / RJ,CdB,16/03/2016
293420,Flamengo / RJ,CdB,16/03/2016
420184,Flamengo / RJ,CdB,16/03/2016
541232,Flamengo / RJ,CdB,16/03/2016
123816,Flamengo / RJ,CdB,16/03/2016
320593,Flamengo / RJ,CdB,16/03/2016
293440,Flamengo / RJ,CdB,16/03/2016
175411,Flamengo / RJ,CdB,16/03/2016
151802,Confiança / SE,CdB,16/03/2016
305976,Flamengo / RJ,CdB,16/03/2016
177735,Confiança / SE,CdB,16/03/2016
335611,Flamengo / RJ,CdB,16/03/2016
399284,Flamengo / RJ,CdB,16/03/2016
158613,Confiança / SE,CdB,16/03/2016
345448,Globo / RN,CdB,16/03/2016
413857,Globo / RN,CdB,16/03/2016
