draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
3659,-902.9698248970963,0.8222213694221601,0.003042604197779464,3.0,7.0,0.0,906.8948748207175,0.6450150564857178,0.6219739528739937,0.5904075303710534,0.6474634603889137,0.38938686594459343,0.4208868951691865,0.4478639593610355,0.44073683375337896
3660,-901.9536314044558,0.9554266825302047,0.003042604197779464,7.0,207.0,0.0,907.3627368733429,3.6537505237229984,4.274281275264624,4.742275697769573,3.7755735587357058,2.721634117970907,2.4848402554327707,2.656669632630123,2.9473316219747403
3661,-900.8266145117518,0.9407101198370712,0.003042604197779464,6.0,71.0,0.0,906.3671495274534,3.0514951085589344,2.859761834168229,2.859031667281999,2.832433695530391,1.848059400046365,1.9465366198055263,2.0377244888780917,2.0260213953244897
3662,-901.6112104280251,0.8504168344604546,0.003042604197779464,7.0,135.0,0.0,906.9363778148548,14.84114113308086,16.34607037579585,18.466320289884123,14.963062271127644,11.442960775227352,11.417736205750895,10.451722890098985,11.585793964435315
3663,-902.3233102307934,0.70198257546407,0.003042604197779464,3.0,7.0,0.0,908.4701427023213,15.388446728679998,15.533007213479975,16.53750446007581,17.160732416350807,10.453880257161382,10.124399833604771,11.7751966542418,10.63993508459192
3664,-906.3356660738908,0.7716802881787751,0.003042604197779464,5.0,63.0,0.0,911.9680615971167,11.41309770207613,11.860279525491402,11.661924883591867,13.107793660979613,7.224592166708804,8.562143032841545,8.694632663157638,7.503842229190304
3665,-903.6090280461357,0.9823959315135905,0.003042604197779464,7.0,191.0,0.0,913.3271410863593,1.391729403897361,1.299255111755821,1.4150873836183733,1.2708282049679664,0.8170384638167412,1.0314597795248963,0.9392872058676615,0.9047097106412401
3666,-900.8018000131019,1.0,0.003042604197779464,3.0,7.0,0.0,905.7159770498082,1.271913575027985,1.2126000479692216,1.5288379085611639,1.3808425072170296,0.9042794284950286,0.9134816683782395,0.8421515117851788,0.917571236622448
3667,-902.339672808723,0.8204614026269034,0.003042604197779464,3.0,7.0,0.0,906.6470568079537,1.3878850427280867,1.3872435835762125,1.4191380480625921,1.1816339777107927,0.8403432194568904,0.9170009614841409,0.9553469180114217,1.0157895110155206
3668,-905.7627016199046,0.6895370705193684,0.003042604197779464,3.0,7.0,0.0,908.1563080431257,1.2839586710725939,1.4245494195613608,1.7015567625207155,1.6297357672699244,1.0004950152810221,0.9462491592296497,0.9562757364208874,0.9249708345475619
3669,-903.7961760089214,0.9968492886739091,0.003042604197779464,6.0,103.0,0.0,909.7929867259777,2.0993552248476415,2.401249863655512,2.661303024026898,2.696110685427173,1.759947715315852,1.5576605454071715,1.7006335364470624,1.5803127926121827
3670,-898.6442089113627,0.9877667054423177,0.003042604197779464,2.0,7.0,0.0,905.3208972480879,2.312366329197117,2.4637719808454124,2.6195107462373026,2.355905984178005,1.6567181618995352,1.545413101367256,1.6593802689298522,1.7465071335130462
3671,-900.0584987128284,0.814255809865093,0.003042604197779464,3.0,7.0,0.0,902.2321214122685,2.400925412359812,2.4014825395391175,2.738174267667478,2.232429262360995,1.5972972925761726,1.7067073039607197,1.6102087982196807,1.8395545020154738
3672,-900.0377598277695,0.9666282802858704,0.003042604197779464,3.0,7.0,0.0,901.8710071234947,2.400269854655291,2.5313390857060427,2.6672630098354033,2.4483181739982625,1.5554049186806758,1.7359522842022088,1.6424658470296953,1.8167079841749296
3673,-900.7060108940817,0.9151004471301782,0.003042604197779464,3.0,7.0,0.0,902.4936101665061,2.434522418781213,2.317552034354883,2.7756719461857635,2.417150637849283,1.7902738680724628,1.676588265102586,1.7415622502364063,1.6758774679809807
3674,-899.9193284287988,0.9974055076374565,0.003042604197779464,9.0,551.0,0.0,903.0326929584635,0.031209310985898926,0.03012673326830047,0.03580954517986906,0.03407012089228675,0.022358659694250434,0.02208843832169367,0.021679846650936654,0.02282434570660045
3675,-898.7871154386819,0.9795169110701138,0.003042604197779464,3.0,7.0,0.0,901.1633321378805,0.030643344825200414,0.03171478955661641,0.03609281449171387,0.032891297281248906,0.022304868678010608,0.0222381511109493,0.021593812045690036,0.023292984802135423
3676,-899.0019283057762,0.9893280389350387,0.003042604197779464,9.0,1015.0,0.0,900.5473200436358,0.005511175845933263,0.005521285043266657,0.006434801795187743,0.005672474548895117,0.0037392715365401645,0.0039633706218592584,0.0038288033020915492,0.004139164325885797
3677,-899.1181340056269,0.9847042949577698,0.003042604197779464,9.0,975.0,0.0,900.4579257725604,0.00024336645079138077,0.00025889659548969417,0.0002653123949819081,0.00025141244548809445,0.00017063307642564587,0.00016746544997079562,0.00017787134286568532,0.00017362819218677645
3678,-900.6790109749138,0.869387319915195,0.003042604197779464,3.0,7.0,0.0,901.551221532887,0.00023364063073870561,0.00022957534156937596,0.00028481007703297915,0.00024112676173925865,0.0001608989869503342,0.0001661121542863712,0.00016872645623279743,0.00018156854042890603
3679,-903.9696068383461,0.8604025422388198,0.003042604197779464,2.0,7.0,0.0,905.6446353198968,0.0002301064054856057,0.00023025190825879497,0.00029480661664295913,0.00022783980737931257,0.0001664311825354053,0.00017339209649796752,0.00015260316087039173,0.00019230421885257215
3680,-901.21545925283,0.9524734625746439,0.003042604197779464,3.0,7.0,0.0,907.2530294877495,0.00023607808876453833,0.0002596934388229463,0.0002611599006876315,0.00025761739896330876,0.00017020127950508412,0.00016781095156013923,0.00019164000086811306,0.00017183421440437237
3681,-902.562325513808,0.7590093859403159,0.003042604197779464,3.0,7.0,0.0,906.025833117359,0.0002581025807071678,0.00023897543934274341,0.0002775126207489147,0.00025424788808488935,0.00018424177602159957,0.00017345254976607768,0.00016868142561724596,0.00016317297625359075
3682,-904.462433348349,0.736915285558491,0.003042604197779464,3.0,7.0,0.0,908.2024780815411,0.00025176261123436157,0.00026335297308079846,0.0002810188742424014,0.0002481916346187977,0.00017465797267510254,0.0001700782498383543,0.00017085310935629564,0.0001545045520425142
3683,-902.8367943412792,0.9412463492221825,0.003042604197779464,3.0,7.0,0.0,908.6130442021354,0.0002399880218224549,0.00025899195082895873,0.0002673219852708268,0.00024867981175160763,0.00016425021635967205,0.0001713809880192476,0.0001956813281975742,0.0001909164606982679
3684,-901.5577770490252,0.97779098241617,0.003042604197779464,3.0,7.0,0.0,905.9085555174328,0.000250072596417749,0.00027234147222259257,0.00030565993790749603,0.00026582253191687933,0.00019112160119142096,0.00018314771630193163,0.0001649396394657828,0.0001819517249440127
3685,-901.6063428175543,0.9742447268048592,0.003042604197779464,2.0,7.0,0.0,903.2584632718164,0.00023572532139544799,0.00026768674879464987,0.0003188862105148447,0.0002692307413223917,0.00018964527444079735,0.00017800515347643562,0.00017310440174196954,0.00018598087953580316
3686,-900.0229796522198,0.9956764394318777,0.003042604197779464,8.0,351.0,0.0,903.5106890173488,0.007596004061144029,0.007577712343441636,0.0077910110535564766,0.007020633992352687,0.004860198206335104,0.004982352585880101,0.0049889688855702585,0.005548167857833902
3687,-899.8730116011079,0.9786191865451167,0.003042604197779464,3.0,7.0,0.0,901.3736889559651,0.006679000191726717,0.007251752361746884,0.008264222095755249,0.007438860577883206,0.0051853939949822875,0.004846822244291881,0.005010635437244377,0.0048806993704069105
3688,-899.483645881729,0.9668430130513105,0.003042604197779464,3.0,7.0,0.0,900.9298148175086,0.00708106681839251,0.006833963260523605,0.007713472879222518,0.006494531607104703,0.004582469699133834,0.00470539739958856,0.004936892979222091,0.004953687281352319
3689,-900.5853324971756,0.7603565972163159,0.003042604197779464,2.0,3.0,0.0,903.2817459865832,0.006982670993754523,0.006890829021652913,0.007669807698065989,0.006818204760366265,0.004266982603326951,0.004548309068060321,0.0049184400353348215,0.005042679892346059
3690,-902.838882437851,0.8834476737437827,0.003042604197779464,9.0,815.0,0.0,906.5772714702385,3.166340835043589e-05,3.544061394247508e-05,3.981239999384264e-05,3.605372933813603e-05,2.3076233981031667e-05,2.2125705960202987e-05,2.4076631034157065e-05,2.684454451031145e-05
3691,-901.7629631976108,1.0,0.003042604197779464,3.0,7.0,0.0,904.1910037944937,3.582947795176193e-05,3.399838412244871e-05,3.666829137856395e-05,3.3251213429070875e-05,2.401243409403025e-05,2.3393282422567135e-05,2.3440322776060155e-05,2.241588686403691e-05
3692,-899.9829823919027,1.0,0.003042604197779464,2.0,3.0,0.0,902.6349811299303,3.232011989973861e-05,3.323946442401124e-05,3.657674614324417e-05,3.4512671243389035e-05,2.2135276391534853e-05,2.390989834159621e-05,2.423261972795682e-05,2.4168813697891482e-05
3693,-900.5235299490686,0.8597541942240127,0.003042604197779464,3.0,15.0,0.0,903.3017338667298,3.507671218493795e-05,3.7155807770527976e-05,3.883037050630395e-05,3.465196359065168e-05,2.433829354659132e-05,2.222337618191654e-05,2.3987239624690637e-05,2.48392695150916e-05
3694,-900.8555225045259,0.9739840046876226,0.003042604197779464,6.0,111.0,0.0,903.1074460391832,2.3754304721736694e-05,2.3268620572371544e-05,2.6255274705428423e-05,2.5535946546226377e-05,1.6685891901606495e-05,1.792248584640176e-05,1.7440032151899313e-05,1.702167373039163e-05
3695,-900.1737201714346,0.9302254992472375,0.003042604197779464,9.0,919.0,0.0,905.7131937048307,0.0005461407307468855,0.0005220548952973194,0.000594656138023514,0.0005448592622524131,0.0003461002839327591,0.0003816202648060077,0.0003595386264421119,0.00040213928154728135
3696,-902.7057726093957,0.791887998344892,0.003042604197779464,3.0,7.0,0.0,905.8475643211334,0.00048707293890962313,0.000580168892988537,0.0005369860043040407,0.0005010552203397508,0.0003600269634709721,0.00032319299937464454,0.0003819682023316047,0.00038523339160805443
3697,-901.8882149194355,0.9926922882131467,0.003042604197779464,3.0,7.0,0.0,904.2495152849845,0.0005559223531141087,0.000487628079763771,0.0006202406539125879,0.0005175423333023595,0.0003432045795777048,0.00038559739819488733,0.00034765040226859373,0.000373749665562991
3698,-901.6630078737046,0.8168028271229835,0.003042604197779464,3.0,7.0,0.0,906.6449877973718,0.0005079337702987346,0.0005589955719736456,0.0005743672589425709,0.0005499947538823685,0.0003460243547475036,0.0003291403982360184,0.00037938503034032204,0.00038107713337942107
3699,-901.4014412522639,0.7230007365311409,0.003042604197779464,4.0,23.0,0.0,906.5860807487793,0.0005412577766062597,0.0005556862602537501,0.000657500309306862,0.0005499802150137682,0.00037280556977125663,0.0004275088465715289,0.0003769283793284222,0.0003988443940710957
3700,-902.1109729579276,0.9941064463919433,0.003042604197779464,3.0,7.0,0.0,904.1338046938683,0.0005605099398741267,0.000537854381061849,0.0006635570436624673,0.0005635527818136789,0.0003648874568752764,0.00042921417898572276,0.0003829458656544203,0.00038181474881207903
3701,-902.8505788931295,0.8322565179046918,0.003042604197779464,10.0,1023.0,0.0,911.2750621740809,1.0084981898706795e-13,1.1560257800806303e-13,1.0823568217632321e-13,1.0027977765166766e-13,7.158426302400943e-14,6.727659937921775e-14,7.349165156875685e-14,7.513078985485801e-14
3702,-903.7149191328859,0.9810362850129676,0.003042604197779464,5.0,39.0,0.0,905.4749886155473,1.3514530627719467e-13,1.5668650459712048e-13,1.5849082069047742e-13,1.348106359893116e-13,9.927931983129776e-14,8.80159250885628e-14,1.0337651370584492e-13,1.0735298913225582e-13
3703,-903.5027454764264,0.8535626498125888,0.003042604197779464,2.0,7.0,0.0,908.5776405873394,1.3924836976480107e-13,1.4708272364051962e-13,1.6645833997849744e-13,1.348020360129629e-13,9.027709045647772e-14,1.006078355350708e-13,9.223287437122392e-14,1.017416897740662e-13
3704,-902.3659605331029,0.9840762021639013,0.003042604197779464,7.0,167.0,0.0,905.8636953040358,1.0163633586590774e-13,1.0382371292647856e-13,1.1159536434686913e-13,1.0877284454935317e-13,7.534976118423145e-14,6.923048678975642e-14,7.709480041340021e-14,7.164604007637625e-14
3705,-903.9420553776577,0.8882631633624676,0.003042604197779464,8.0,359.0,0.0,907.1842883300257,2.7194136711901575e-13,3.087950746015069e-13,3.151381410080686e-13,3.0673849916809067e-13,2.0201465350083227e-13,1.8076111993377363e-13,2.074003175965334e-13,1.9330176830797027e-13
3706,-903.0236094065378,0.9789189452353886,0.003042604197779464,3.0,15.0,0.0,907.1265270912298,3.007014258610223e-13,2.7389881511412474e-13,3.086083626725607e-13,2.7857656301482733e-13,1.7988164471120563e-13,2.0943209136195473e-13,1.901146927522781e-13,1.978590352294567e-13
3707,-903.5428875344373,0.9709846585891883,0.003042604197779464,3.0,7.0,0.0,905.2227659653363,2.384008023447359e-13,2.776610695673244e-13,3.1395794466922095e-13,2.701924997724858e-13,1.9434232147107513e-13,1.7302683897672872e-13,1.9121937936861146e-13,1.962082789189373e-13
3708,-903.184293163016,0.9945539721915273,0.003042604197779464,3.0,7.0,0.0,905.24988219624,3.050909721869314e-13,2.759032584168336e-13,2.961820264043426e-13,2.782713878990052e-13,1.7726554907933005e-13,1.9571628547576482e-13,1.8981196852286983e-13,2.020885198286123e-13
3709,-902.3862917511517,0.9301587492016246,0.003042604197779464,10.0,1023.0,0.0,908.3100309536867,9.281549704829098e-07,1.000672617316904e-06,9.746280633161908e-07,9.54343142028018e-07,5.969360835295421e-07,6.317144974389687e-07,6.930768190439304e-07,6.240831505369531e-07
3710,-902.5291517399676,0.9720662576648756,0.003042604197779464,3.0,7.0,0.0,906.0213827352968,8.331948217555799e-07,9.003631661946675e-07,1.0585075929497741e-06,8.775314005530143e-07,5.914604346132278e-07,6.146781191653243e-07,5.472138692974523e-07,6.57277175393454e-07
3711,-900.5001915384646,0.9924567803706449,0.003042604197779464,3.0,15.0,0.0,904.3467850030282,8.366008485589128e-07,8.178187555717742e-07,9.38262975098038e-07,9.002468129874479e-07,5.95301416572021e-07,6.1920518873421e-07,6.037751329671808e-07,5.920509713963934e-07
3712,-902.0400055672192,0.9245705001678218,0.003042604197779464,3.0,15.0,0.0,904.1297500876072,7.870061628492272e-07,8.772076766026307e-07,9.99407764862926e-07,7.705522850857957e-07,5.609911764423229e-07,5.505317935132993e-07,5.455952737005903e-07,6.255987207174092e-07
3713,-902.1308669997512,0.8288986909342132,0.003042604197779464,3.0,15.0,0.0,910.033631701801,9.555646102724898e-07,8.22812410311901e-07,9.288232617406832e-07,9.103676839804883e-07,5.855965026671333e-07,6.258054862260246e-07,6.12273801106825e-07,6.223929392987015e-07
3714,-901.8291700888163,0.9343951195527024,0.003042604197779464,3.0,7.0,0.0,905.8558146839565,8.988788676098831e-07,8.3002170660658e-07,9.416747561401393e-07,9.650385612741345e-07,5.977464444091808e-07,6.01345680775619e-07,6.087603654870626e-07,6.127238428411878e-07
3715,-907.4072206421624,0.5920090185588308,0.003042604197779464,3.0,7.0,0.0,912.0331484098723,8.675784476460447e-07,1.0245325588091785e-06,9.253642747845454e-07,8.270892002087895e-07,6.069735811183801e-07,5.835795725760468e-07,6.926238512587909e-07,5.815023566304839e-07
3716,-901.50818171852,1.0,0.003042604197779464,3.0,7.0,0.0,908.6517105320162,8.035960108658096e-07,9.142347574747573e-07,9.321619188956654e-07,9.298384535921417e-07,5.956755578668571e-07,5.67962987019298e-07,6.341961046652844e-07,6.255069772108984e-07
3717,-904.9431817591261,0.7512504546123713,0.003042604197779464,3.0,7.0,0.0,909.4953597294,9.08664179899594e-07,9.025485800658608e-07,1.1118052722836768e-06,7.90447862078622e-07,6.430794069593355e-07,6.24974204985201e-07,5.822600076746237e-07,6.354454972153933e-07
3718,-901.0926235403759,0.846203336170927,0.003042604197779464,3.0,7.0,0.0,912.0342638293874,8.560419806456738e-07,9.149771954653079e-07,1.0519135732509738e-06,8.374254481354767e-07,5.81895448317532e-07,6.122625198457617e-07,6.191204417848543e-07,6.402299943067185e-07
3719,-902.538420984598,0.9028655526598445,0.003042604197779464,5.0,39.0,0.0,904.1535712323948,1.0774978619197302e-06,1.1636232324185505e-06,1.349131056568204e-06,1.0949252428309312e-06,7.689731937719101e-07,8.0213781092897e-07,8.479061506640927e-07,8.717518823989715e-07
3720,-904.375212712635,0.9265033491778387,0.003042604197779464,3.0,7.0,0.0,907.3003567147115,1.3022239266730833e-06,1.1756582554123775e-06,1.2922170179130853e-06,1.153211042810406e-06,8.344222275790175e-07,7.780735261672185e-07,8.304492602703176e-07,7.824642869434783e-07
3721,-904.1936046204963,0.8500653635457193,0.003042604197779464,9.0,519.0,0.0,914.3052318380647,0.009306683857017299,0.010521647327741274,0.012145897697656307,0.010447396879204216,0.006350251867952249,0.00691140693008586,0.0068734365100550825,0.007793149409731663
3722,-903.3792897297711,0.8570699626556161,0.003042604197779464,3.0,15.0,0.0,910.0429367076105,0.011331751631842829,0.00996482782773838,0.01083988943088879,0.01017310430393974,0.007145511691009106,0.007694481643988872,0.00755853638530606,0.007849509308778483
3723,-903.9070399372977,0.9722168251034503,0.003042604197779464,3.0,7.0,0.0,907.5872496502944,0.009959781236920102,0.010527666697554502,0.012603840581597123,0.011696244369597961,0.007020379370635986,0.007319720880703236,0.007316799221012467,0.006869323912856444
3724,-902.8255045582073,1.0,0.003042604197779464,2.0,7.0,0.0,905.6851347759847,0.009986033522874692,0.010384086715141525,0.011423940775499188,0.010441340845070634,0.007610672420883793,0.007928849423052305,0.006965890129280891,0.007768950337891867
3725,-905.1360015851191,0.9418913759126302,0.003042604197779464,3.0,7.0,0.0,908.17176113773,0.010093374095404995,0.01066758001892904,0.014046558081054083,0.011017990396516774,0.007967990895544608,0.0071127833517667,0.006941013282885067,0.007587550666053908
3726,-900.5759933828344,1.0,0.003042604197779464,6.0,119.0,0.0,906.3906099969579,0.0066078384881312745,0.007111757514215795,0.00831922169823462,0.006585665357715537,0.0047650445266228195,0.004485744244316641,0.004803043560649269,0.005091556393023803
3727,-901.5040926537708,0.9303310155338177,0.003042604197779464,9.0,791.0,0.0,904.4968984440876,0.0002716581862135215,0.0002471573043561249,0.0002869737382416692,0.0002669375267020431,0.00018343931898285164,0.00017266237755960838,0.00019394277237688105,0.0001837652213659301
3728,-900.4509538797397,0.9854899629070385,0.003042604197779464,3.0,7.0,0.0,903.3724517863092,0.0002519250351939765,0.0002566655546309402,0.00030287087220234795,0.0002728387824173101,0.00017396883165284808,0.00018840136053285212,0.0001709851908313533,0.000189690304401447
3729,-902.9013008542674,0.7951689593138079,0.003042604197779464,3.0,7.0,0.0,906.7375769042761,0.0002510264653689446,0.00024305387140583572,0.00027108730298932497,0.0002729735543709435,0.00018052159026911286,0.00017604438047248027,0.00018736405867767695,0.00015899463578413847
3730,-902.3827757774551,0.9505620706574686,0.003042604197779464,3.0,7.0,0.0,906.4584717820613,0.000231823842317348,0.0002769325714569476,0.0002799483532377166,0.00024070663725494947,0.0001755670994884231,0.00016553011879513613,0.00016995832539229896,0.00020014684342598344
3731,-902.3715733155123,0.7763830935701265,0.003042604197779464,2.0,7.0,0.0,907.6558029655163,0.0002677000993259769,0.0002471266005349534,0.0002844537434067794,0.0002558386619174641,0.00017283114422568627,0.00016968320703278792,0.00016339061712299552,0.00019717989658705687
3732,-904.6887680243523,0.7420435073890054,0.003042604197779464,2.0,3.0,0.0,907.0150790382562,0.0002486992094113204,0.0002310520136716423,0.0002800605388578254,0.0002397647274603476,0.00017366395286651617,0.00018402581715700218,0.00016805552655310438,0.00019968247567004056
3733,-901.2762338042263,0.979288663375873,0.003042604197779464,3.0,7.0,0.0,908.8259835104885,0.00023602811879135959,0.00024202881327492406,0.00028063781579395835,0.00025183835716836,0.0001618085982434844,0.00016803582859324493,0.00016291792658910782,0.00015843670499975467
3734,-902.3705456584443,0.926791503077161,0.003042604197779464,3.0,7.0,0.0,905.744290228932,0.00022402709658175248,0.00024308343226726452,0.00026794449925176937,0.00021614460713759918,0.0001668893208783779,0.0001558967868561152,0.00015443888178238833,0.00018821394790480858
3735,-904.2397599117894,0.923186844863776,0.003042604197779464,3.0,7.0,0.0,905.9700381431159,0.00022895245293182956,0.00026344174737723584,0.0002718646764271506,0.00021991795118947368,0.0001495539772068899,0.00016264609903023907,0.00015444896947279207,0.00018279108267254954
3736,-904.4178940135397,0.9746796666356791,0.003042604197779464,3.0,7.0,0.0,908.8490321500811,0.00023227868932023388,0.00026732543596408217,0.0002704806401091637,0.00021024780673218815,0.0001575797444298425,0.00015168085882070952,0.00015251436640763673,0.000178096064578152
3737,-904.7030951472768,0.9741519932981996,0.003042604197779464,3.0,7.0,0.0,909.3247343949262,0.00022890767681803666,0.00020170357112301248,0.00026525081623704906,0.00025107297824440055,0.00016395132846846355,0.00017554667223051567,0.0001637225823945561,0.00016295831332538308
3738,-903.4286027649748,1.0,0.003042604197779464,3.0,7.0,0.0,908.5673675341793,0.0002490395120096864,0.00023598165575108702,0.0002598539092783746,0.00021305546371357784,0.0001421678394150723,0.00015208196490325792,0.0001544724565008464,0.000174492531684827
3739,-902.2948545194216,0.7589662413073056,0.003042604197779464,3.0,15.0,0.0,910.9453065300029,0.00021783171826316683,0.0002554050555578838,0.0002666357916078736,0.0002623772647019499,0.00017502246560739616,0.00015494745423551856,0.00016457054541132212,0.00016741619364111232
3740,-907.0013332771946,0.7417937542386267,0.003042604197779464,3.0,7.0,0.0,911.5464787270863,0.0002575155409394541,0.0002327107511733481,0.00023476115240025046,0.000260827024419516,0.00016567632943650636,0.00018520652789985308,0.0001755226252123368,0.0001540236863257026
3741,-900.5469998331672,0.949755111857418,0.003042604197779464,3.0,7.0,0.0,910.8710292646548,0.0002431606228636249,0.0002535827185552985,0.00027503149689440986,0.000257440826350749,0.0001673690857248597,0.00016554546630702995,0.00016825016542331588,0.000193051806104455
3742,-901.4392745325598,0.9159299301572277,0.003042604197779464,3.0,7.0,0.0,904.4494375329666,0.0002486959888889398,0.0002372723613482469,0.000282891932891895,0.00025969372170416054,0.00016061129451936531,0.0001683662025580167,0.00016737503772696594,0.0001894187408400531
3743,-903.7066181107506,0.8645397639075195,0.003042604197779464,3.0,7.0,0.0,906.5764615667205,0.00022693337533335854,0.00025720550171916663,0.00025030639462117227,0.00022854128088171613,0.00017439279970475534,0.0001612379013172106,0.00017571814127105375,0.0001546142854665737
3744,-902.4213204991515,0.770315023453999,0.003042604197779464,3.0,7.0,0.0,910.1161098808298,0.00021432478639835052,0.00025560738682644385,0.00024713364162062986,0.0002383780593836216,0.00017380571133814837,0.0001616002089569942,0.00016577003485355695,0.00017127883426020394
3745,-903.7366427276065,0.9219905271492486,0.003042604197779464,3.0,7.0,0.0,907.5741401380925,0.00026467937179120885,0.0002196031233530961,0.0002767997080789416,0.00023856822184904796,0.0001709815474849046,0.00017633231485014605,0.0001717568399579197,0.00018304674419831408
3746,-904.6571252040493,0.955575485455678,0.003042604197779464,7.0,159.0,0.0,908.1167282135837,0.00013713925157995632,0.00016324845701599268,0.00018458498326379185,0.00016340822748633977,0.00011053843952663204,0.00011769772192877863,0.00011560439129642659,0.00011495122676668878
3747,-901.6601456616472,0.9899571240947924,0.003042604197779464,2.0,7.0,0.0,906.3109931370299,0.0001449755461189785,0.0001604211458220638,0.00017891723456876717,0.00016666021337748767,0.00011524495763011884,0.00011731156793214825,0.00011300129212929307,0.00011131958844816374
3748,-901.4162254489037,0.7896905119633076,0.003042604197779464,3.0,7.0,0.0,909.4610267957781,0.00017396230843420298,0.0001628966726026706,0.00017542703422273906,0.00017940738577154478,0.00011221016392016486,0.00011315852695622982,0.00012164306237183929,0.00011104962072598136
3749,-903.0785792907933,0.7158449619348994,0.003042604197779464,2.0,3.0,0.0,906.0696357912923,0.00016943614281632048,0.0001665420392090015,0.00016473818364169486,0.00017593096688597025,0.00011463263645016369,0.00011842590210470354,0.00012806387026660423,0.00011235554744623176
3750,-902.728397736753,0.9516244274076796,0.003042604197779464,9.0,631.0,0.0,907.2782616808726,2.2454132194243167e-08,2.1181999652317662e-08,2.4974265490196523e-08,2.2376854989187842e-08,1.426897880039317e-08,1.4247936649003747e-08,1.6529217953957772e-08,1.6165273079310134e-08
3751,-902.449469940739,0.9753634388764169,0.003042604197779464,3.0,7.0,0.0,905.1665491424415,2.330145944812873e-08,2.2429732355294293e-08,2.4229356009426907e-08,2.0245375242005854e-08,1.4935204659500776e-08,1.577760734479578e-08,1.6229817701308974e-08,1.6141416516858163e-08
3752,-904.3439415109777,0.49280709594572003,0.003042604197779464,2.0,3.0,0.0,911.8913733425803,2.316659647411574e-08,2.1770049067562694e-08,2.2830000745403284e-08,2.1751153178588787e-08,1.5351256297698417e-08,1.5115022182673396e-08,1.5474093682884573e-08,1.7720286512866248e-08
3753,-902.8140480739829,0.99918652442137,0.003042604197779464,4.0,31.0,0.0,906.5683552138057,1.991737870652056e-08,2.0971388684781243e-08,2.290498679461406e-08,1.874086906576307e-08,1.2305344719203055e-08,1.3885714962126614e-08,1.3883906305686255e-08,1.4760072086363778e-08
3754,-900.7844266140778,0.9708651137879346,0.003042604197779464,2.0,7.0,0.0,905.173856078026,1.9895253061022565e-08,2.0873315463778344e-08,2.2469999499056597e-08,1.9545141449053196e-08,1.2914453313680209e-08,1.3039944604948836e-08,1.4095082028325862e-08,1.4514735901275514e-08
3755,-901.0953149611923,0.8769816177864613,0.003042604197779464,8.0,439.0,0.0,904.2012551514084,7.510617901966886e-08,7.562987775907762e-08,8.541163707229276e-08,7.380524190708965e-08,5.416807343342322e-08,5.337894498821629e-08,4.921634299599309e-08,5.165006397151489e-08
3756,-907.6416688097272,0.5615475134457039,0.003042604197779464,3.0,7.0,0.0,910.1751988264339,6.961168840472989e-08,6.76829756672574e-08,8.755708040312129e-08,7.085682355391568e-08,5.2439244277716185e-08,4.9532289799371594e-08,4.9857619226615496e-08,6.137244461728263e-08
3757,-902.2991910044364,1.0,0.003042604197779464,3.0,7.0,0.0,908.7153925157369,6.770046541511904e-08,7.205847043338682e-08,8.557180095702213e-08,7.133968013906324e-08,4.812955557836144e-08,4.930102235776612e-08,4.671710663592724e-08,5.647525915113436e-08
3758,-904.8855863081105,0.8213493757417681,0.003042604197779464,3.0,7.0,0.0,908.126525689633,7.396496317704098e-08,7.052039958226076e-08,7.19503888365531e-08,7.486510983183475e-08,4.894975267250136e-08,5.0394929177413145e-08,5.4566906888428564e-08,4.4648235029726386e-08
3759,-902.6790753634273,1.0,0.003042604197779464,3.0,7.0,0.0,906.3469143283206,6.847964973357029e-08,7.305503532704421e-08,8.888474124945183e-08,7.301138653740732e-08,5.000758997927479e-08,5.005684205568712e-08,4.694656882764639e-08,5.708048325061201e-08
3760,-901.9864040740921,1.0,0.003042604197779464,3.0,7.0,0.0,903.6997322940589,7.486088099645939e-08,7.62762546561509e-08,7.886467400880214e-08,7.66540633660067e-08,4.8767247936490425e-08,5.078499685938983e-08,5.728288078371238e-08,4.951969116602172e-08
3761,-898.8386534687425,0.9409881025938064,0.003042604197779464,10.0,1023.0,0.0,905.4189996107192,0.056692968151108275,0.05928224916067714,0.062416523557653376,0.05790758661402562,0.03883461515895216,0.03828959109012432,0.038635056113028365,0.042248805442187454
3762,-900.1519690119688,0.9027857405910801,0.003042604197779464,7.0,223.0,0.0,902.0107969634979,0.03578715939967919,0.038168864155264416,0.03970927399763223,0.03678918510254148,0.02363196475069003,0.026543171014610442,0.026590320170294567,0.02598603345764358
3763,-899.8825336192008,0.9432352119287433,0.003042604197779464,3.0,7.0,0.0,902.68936106343,0.03565199636023133,0.03701100059243667,0.04238911617098872,0.03630388150761944,0.027474622363464974,0.02568272118838382,0.024965071559255647,0.02606209907903273
3764,-900.1703085841987,0.9452104010816383,0.003042604197779464,3.0,7.0,0.0,903.3699981360929,0.03498936235288438,0.03493059813364189,0.03698967003798976,0.0334278033074669,0.022647151546744463,0.024474233175699474,0.02575984520029252,0.025399097799638795
