Points,Position,Probability,Cumulative
15,20,1e-06,1e-06
16,20,2.3e-05,2.4e-05
17,20,0.000142,0.00016600000000000002
18,20,0.000687,0.000853
19,20,0.002378,0.003231
20,20,0.006508,0.009739
21,19,7e-06,7e-06
21,20,0.013782,0.023521
22,19,5.1e-05,5.8e-05
22,20,0.025725,0.049246
23,20,0.044195,0.093441
23,19,0.000342,0.0004
24,18,4e-06,4e-06
24,19,0.001462,0.001862
24,20,0.066824,0.160265
25,18,1.5e-05,1.9e-05
25,19,0.005312,0.007174
25,20,0.093126,0.253391
26,18,0.00017,0.000189
26,19,0.015157,0.022331
26,20,0.117867,0.371258
27,19,0.034282,0.056613
27,20,0.134573,0.5058309999999999
27,18,0.001027,0.0012159999999999999
28,18,0.004084,0.0053
28,19,0.065589,0.122202
28,20,0.138034,0.6438649999999999
29,17,4e-05,4e-05
29,18,0.012702,0.018002
29,19,0.105772,0.227974
29,20,0.12545,0.769315
30,20,0.099507,0.868822
30,17,0.000503,0.000543
30,18,0.032563,0.050565
30,19,0.146514,0.37448800000000004
31,20,0.067582,0.936404
31,19,0.170847,0.545335
31,16,2.4e-05,2.4e-05
31,17,0.003678,0.004221
31,18,0.070718,0.121283
32,19,0.166559,0.711894
32,15,2e-06,2e-06
32,16,0.000321,0.000345
32,17,0.015871,0.020092
32,18,0.122276,0.243559
32,20,0.037981,0.974385
33,20,0.017455,0.9918399999999999
33,19,0.134475,0.846369
33,18,0.171951,0.41551
33,16,0.00255,0.002895
33,15,2.4e-05,2.6000000000000002e-05
33,17,0.046081,0.066173
34,15,0.000266,0.000292
34,16,0.011877,0.014772
34,17,0.099643,0.165816
34,18,0.193358,0.608868
34,19,0.086009,0.932378
34,20,0.006119,0.9979589999999999
35,18,0.169812,0.77868
35,20,0.001642,0.999601
35,19,0.043584,0.975962
35,16,0.037019,0.051791000000000004
35,15,0.001851,0.002143
35,14,1e-06,1e-06
35,17,0.159172,0.324988
36,19,0.017352,0.993314
36,14,3.7e-05,3.7999999999999995e-05
36,15,0.008369,0.010512
36,16,0.082713,0.134504
36,17,0.196171,0.521159
36,18,0.117924,0.896604
36,20,0.000351,0.999952
37,14,0.000435,0.000473
37,19,0.005254,0.998568
37,20,4.4e-05,0.999996
37,18,0.064188,0.960792
37,13,2e-06,2e-06
37,16,0.139545,0.274049
37,15,0.025656,0.036168
37,17,0.18755,0.708709
38,20,4e-06,1.0
38,18,0.027265,0.988057
38,17,0.142244,0.8509530000000001
38,19,0.001168,0.9997360000000001
38,15,0.059701,0.095869
38,14,0.002651,0.003124
38,13,2.4e-05,2.6000000000000002e-05
38,16,0.181504,0.455553
39,19,0.000238,0.999974
39,13,0.000198,0.000224
39,14,0.011137,0.014261
39,15,0.109119,0.204988
39,16,0.188526,0.644079
39,17,0.085675,0.936628
39,18,0.009153,0.9972099999999999
40,18,0.002313,0.9995229999999999
40,17,0.041416,0.978044
40,19,2.6e-05,1.0
40,16,0.15728,0.8013589999999999
40,13,0.00142,0.001644
40,14,0.033178,0.047438999999999995
40,15,0.157859,0.362847
40,12,3e-06,3e-06
41,17,0.015757,0.993801
41,16,0.105275,0.9066339999999999
41,15,0.182764,0.545611
41,18,0.000416,0.999939
41,13,0.006453,0.008097
41,12,3.7e-05,3.9999999999999996e-05
41,14,0.073285,0.120724
42,12,0.000381,0.000421
42,13,0.020402,0.028499
42,14,0.123929,0.244653
42,15,0.173135,0.718746
42,16,0.057332,0.963966
42,17,0.004889,0.99869
42,18,5.7e-05,0.999996
43,17,0.001086,0.999776
43,18,4e-06,1.0
43,16,0.024951,0.9889169999999999
43,15,0.132681,0.8514269999999999
43,13,0.049388,0.077887
43,12,0.002124,0.002545
43,11,6e-06,6e-06
43,14,0.168621,0.413274
44,17,0.00019,0.999966
44,15,0.082752,0.934179
44,14,0.183898,0.597172
44,16,0.008322,0.997239
44,12,0.009007,0.011552
44,11,0.000155,0.000161
44,13,0.095178,0.173065
45,16,0.002235,0.999474
45,10,1.5e-05,1.5e-05
45,11,0.001166,0.001327
45,12,0.028098,0.039650000000000005
45,13,0.145419,0.318484
45,14,0.164583,0.761755
45,15,0.042011,0.97619
45,17,3.3e-05,0.999999
46,15,0.016883,0.993073
46,17,1e-06,1.0
46,14,0.119427,0.881182
46,16,0.000465,0.999939
46,12,0.066459,0.10610900000000001
46,10,0.000147,0.000162
46,13,0.18208,0.500564
46,11,0.006001,0.007328
47,9,2.1e-05,2.1e-05
47,10,0.001127,0.001289
47,11,0.02153,0.028858
47,12,0.122218,0.228327
47,13,0.18329,0.683854
47,14,0.070098,0.95128
47,15,0.005374,0.998447
47,16,5.3e-05,0.999992
48,9,0.000191,0.000212
48,16,7e-06,0.999999
48,15,0.00129,0.999737
48,14,0.032691,0.9839709999999999
48,13,0.148182,0.832036
48,8,2e-06,2e-06
48,11,0.0573,0.086158
48,10,0.006019,0.007308
48,12,0.17402,0.402347
49,13,0.095271,0.927307
49,15,0.000232,0.999969
49,14,0.011929,0.9959
49,16,1e-06,1.0
49,11,0.113368,0.19952599999999998
49,10,0.022114,0.029422000000000004
49,9,0.001382,0.001594
49,8,2.3e-05,2.5e-05
49,12,0.196664,0.599011
50,14,0.003332,0.999232
50,13,0.047559,0.974866
50,12,0.173773,0.772784
50,15,2.8e-05,0.999997
50,10,0.058224,0.087646
50,9,0.006954,0.008548
50,8,0.000207,0.000232
50,11,0.171404,0.37093
51,7,1e-06,1e-06
51,8,0.001421,0.001653
51,9,0.023483,0.032031000000000004
51,10,0.114254,0.2019
51,11,0.19974,0.57067
51,12,0.120772,0.893556
51,13,0.01821,0.993076
51,14,0.000666,0.999898
51,15,3e-06,1.0
52,13,0.005518,0.998594
52,14,9.2e-05,0.9999899999999999
52,12,0.065495,0.959051
52,11,0.18103,0.7517
52,10,0.169279,0.37117900000000004
52,9,0.058105,0.090136
52,8,0.006121,0.007774
52,7,2.3e-05,2.4e-05
53,13,0.001189,0.999783
53,12,0.028631,0.9876820000000001
53,11,0.129177,0.8808769999999999
53,14,1e-05,1.0
53,9,0.11032,0.200456
53,8,0.019171,0.026945
53,7,0.000231,0.000255
53,10,0.197585,0.568764
54,6,1.1e-05,1.1e-05
54,7,0.001358,0.001613
54,8,0.046974,0.073919
54,9,0.162987,0.36344299999999996
54,10,0.179716,0.74848
54,11,0.072495,0.953372
54,12,0.009338,0.99702
54,13,0.000196,0.999979
55,12,0.002424,0.999444
55,13,1.7e-05,0.999996
55,11,0.032414,0.9857859999999999
55,10,0.129646,0.878126
55,8,0.091,0.16491899999999998
55,7,0.006246,0.007859
55,6,0.000111,0.000122
55,9,0.191191,0.554634
56,13,4e-06,1.0
56,11,0.01078,0.996566
56,10,0.074297,0.952423
56,9,0.179052,0.733686
56,12,0.000483,0.999927
56,7,0.020824,0.028683
56,6,0.000784,0.000906
56,5,6e-06,6e-06
56,8,0.142288,0.307207
57,12,6.9e-05,0.999996
57,4,1e-06,1e-06
57,5,0.000132,0.00013800000000000002
57,6,0.004146,0.005052
57,7,0.053449,0.082132
57,8,0.180542,0.487749
57,9,0.133693,0.867379
57,10,0.032854,0.9852770000000001
57,11,0.002861,0.999427
58,11,0.000504,0.999931
58,10,0.011334,0.996611
58,12,3e-06,0.9999990000000001
58,9,0.079635,0.947014
58,6,0.015925,0.020977000000000003
58,7,0.104082,0.186214
58,8,0.185803,0.673552
58,5,0.000893,0.001031
58,4,1.9e-05,2e-05
59,11,6.3e-05,0.9999939999999999
59,10,0.002845,0.999456
59,9,0.036466,0.98348
59,8,0.152265,0.825817
59,12,1e-06,1.0
59,6,0.045007,0.065984
59,5,0.004664,0.0056949999999999995
59,4,0.000204,0.000224
59,3,4e-06,4e-06
59,7,0.15999,0.34620399999999996
60,11,6e-06,1.0
60,10,0.000488,0.999944
60,9,0.012522,0.9960019999999999
60,8,0.098566,0.9243830000000001
60,6,0.096449,0.162433
60,5,0.018373,0.024068
60,4,0.001408,0.001632
60,3,3.8e-05,4.2000000000000004e-05
60,7,0.193396,0.5396
61,8,0.049728,0.9741110000000001
61,10,5.3e-05,0.999997
61,9,0.003327,0.999329
61,7,0.184913,0.724513
61,2,6e-06,6e-06
61,5,0.051414,0.075482
61,4,0.00719,0.008822
61,3,0.000404,0.000446
61,6,0.158087,0.32052
62,10,3e-06,1.0
62,9,0.000581,0.99991
62,8,0.019175,0.993286
62,7,0.139276,0.863789
62,6,0.200308,0.5208280000000001
62,4,0.025605,0.034427
62,3,0.002494,0.00294
62,2,7.6e-05,8.2e-05
62,1,2e-06,2e-06
62,5,0.108854,0.184336
63,6,0.196932,0.71776
63,9,8.1e-05,0.999991
63,8,0.00543,0.998716
63,7,0.081846,0.945635
63,5,0.174058,0.358394
63,4,0.067454,0.101881
63,3,0.011353,0.014293
63,2,0.000712,0.000794
63,1,1e-05,1.2e-05
64,1,0.000106,0.000118
64,2,0.004016,0.00481
64,3,0.037431,0.051724
64,4,0.133091,0.234972
64,5,0.211958,0.570352
64,6,0.14744,0.8652
64,7,0.037279,0.982914
64,8,0.001096,0.999812
64,9,8e-06,0.999999
65,9,1e-06,1.0
65,8,0.000175,0.9999870000000001
65,7,0.013041,0.995955
65,6,0.084395,0.949595
65,1,0.000796,0.0009140000000000001
65,4,0.194742,0.429714
65,3,0.087734,0.139458
65,2,0.015878,0.020687999999999998
65,5,0.192957,0.763309
66,6,0.036145,0.98574
66,8,1.3e-05,1.0
66,7,0.003346,0.999301
66,5,0.133677,0.896986
66,2,0.04516,0.065848
66,3,0.15299,0.292448
66,4,0.212388,0.642102
66,1,0.003911,0.004825
67,6,0.011252,0.996992
67,5,0.068613,0.965599
67,4,0.175908,0.81801
67,7,0.000612,0.999913
67,2,0.095431,0.161279
67,1,0.013344,0.018169
67,3,0.201431,0.49387899999999996
68,1,0.034851,0.05302
68,2,0.152074,0.313353
68,3,0.200501,0.69438
68,4,0.108303,0.9263129999999999
68,5,0.02556,0.991159
68,6,0.002555,0.999547
68,7,7.6e-05,0.999989
69,6,0.000403,0.99995
69,7,1e-05,0.999999
69,4,0.050542,0.976855
69,5,0.007195,0.998354
69,3,0.153197,0.847577
69,2,0.187282,0.5006349999999999
69,1,0.068716,0.121736
