Points,Position,Probability,Cumulative
13,20,1.5e-05,1.5e-05
14,20,0.003764,0.003779
15,20,0.014976,0.018755
16,19,1.4e-05,1.4e-05
16,20,0.028947,0.047702
17,19,0.000116,0.00013
17,20,0.046004,0.09370600000000001
18,19,0.000631,0.0007610000000000001
18,20,0.070289,0.163995
19,19,0.002224,0.002985
19,20,0.091352,0.255347
20,20,0.103575,0.358922
20,19,0.005541,0.008525999999999999
21,19,0.012266,0.020792
21,20,0.115814,0.474736
22,18,3e-06,3e-06
22,19,0.022693,0.043485
22,20,0.115972,0.590708
23,18,1.6e-05,1.9e-05
23,19,0.036637,0.080122
23,20,0.105196,0.695904
24,20,0.090882,0.786786
24,18,8.5e-05,0.00010400000000000001
24,19,0.053346,0.133468
25,19,0.069815,0.203283
25,20,0.072597,0.859383
25,18,0.000355,0.000459
26,18,0.001148,0.001607
26,19,0.084252,0.287535
26,20,0.053028,0.912411
27,17,5e-06,5e-06
27,18,0.003307,0.004914
27,19,0.095746,0.383281
27,20,0.036989,0.9494
28,17,2.8e-05,3.3e-05
28,18,0.008082,0.012996
28,19,0.101929,0.48521000000000003
28,20,0.02364,0.97304
29,18,0.017416,0.030412
29,20,0.013761,0.986801
29,17,0.000213,0.000246
29,19,0.103523,0.588733
30,16,5e-06,5e-06
30,17,0.000923,0.001169
30,18,0.032838,0.06325
30,19,0.099113,0.687846
30,20,0.007351,0.994152
31,19,0.089722,0.777568
31,16,2.4e-05,2.9e-05
31,17,0.003172,0.004340999999999999
31,18,0.055226,0.118476
31,20,0.003524,0.997676
32,20,0.001539,0.999215
32,19,0.074802,0.85237
32,18,0.083234,0.20171
32,17,0.009111,0.013451999999999999
32,16,0.000217,0.000246
33,15,1e-05,1e-05
33,16,0.000921,0.001167
33,17,0.022004,0.035456
33,18,0.112331,0.314041
33,19,0.058354,0.910724
33,20,0.000541,0.999756
34,20,0.0002,0.999956
34,19,0.040646,0.95137
34,18,0.134364,0.448405
34,16,0.003604,0.004771
34,15,7.8e-05,8.8e-05
34,17,0.044949,0.080405
35,14,3e-06,3e-06
35,15,0.000433,0.000521
35,16,0.011196,0.015967
35,17,0.078472,0.158877
35,18,0.143144,0.591549
35,19,0.025197,0.976567
35,20,3.4e-05,0.99999
36,18,0.135042,0.726591
36,20,8e-06,0.999998
36,17,0.11765,0.276527
36,19,0.013612,0.990179
36,15,0.002136,0.0026569999999999996
36,14,4.6e-05,4.9e-05
36,16,0.028823,0.044789999999999996
37,13,3e-06,3e-06
37,14,0.000306,0.000355
37,15,0.007698,0.010355
37,16,0.059046,0.103836
37,17,0.150458,0.426985
37,18,0.110098,0.836689
37,19,0.006287,0.996466
37,20,1e-06,0.999999
38,20,1e-06,1.0
38,19,0.002505,0.998971
38,18,0.077319,0.9140079999999999
38,17,0.163085,0.59007
38,16,0.100738,0.20457399999999998
38,14,0.00153,0.001885
38,13,2.7e-05,2.9999999999999997e-05
38,15,0.021222,0.031577
39,13,0.000188,0.00021799999999999999
39,14,0.005779,0.007664000000000001
39,15,0.048958,0.080535
39,16,0.143198,0.34777199999999997
39,17,0.150428,0.740498
39,18,0.047364,0.961372
39,19,0.000769,0.99974
40,17,0.116556,0.857054
40,19,0.000214,0.999954
40,16,0.169536,0.517308
40,18,0.023715,0.985087
40,14,0.017217,0.024881
40,13,0.000959,0.001177
40,15,0.089001,0.169536
40,12,3e-06,3e-06
41,12,3.6e-05,3.9e-05
41,13,0.003758,0.004935
41,14,0.040432,0.06531300000000001
41,15,0.134337,0.303873
41,16,0.166542,0.68385
41,17,0.075209,0.9322630000000001
41,18,0.010094,0.995181
41,19,3.6e-05,0.99999
42,19,8e-06,0.999998
42,18,0.003587,0.998768
42,17,0.040689,0.972952
42,16,0.135867,0.8197169999999999
42,11,2e-06,2e-06
42,14,0.077119,0.142432
42,13,0.011635,0.01657
42,12,0.000232,0.000271
42,15,0.166388,0.47026100000000004
43,16,0.092538,0.9122549999999999
43,18,0.000957,0.999725
43,17,0.018288,0.99124
43,15,0.172042,0.6423030000000001
43,19,2e-06,1.0
43,13,0.029291,0.045861
43,12,0.001355,0.001626
43,11,1.3e-05,1.4999999999999999e-05
43,14,0.122049,0.264481
44,11,9.4e-05,0.00010899999999999999
44,12,0.004993,0.006619
44,13,0.059862,0.105723
44,14,0.15812,0.422601
44,15,0.146761,0.789064
44,16,0.051736,0.9639909999999999
44,17,0.006407,0.9976470000000001
44,18,0.000237,0.999962
45,18,3.5e-05,0.999997
45,17,0.001859,0.999506
45,16,0.023882,0.9878729999999999
45,15,0.104327,0.893391
45,14,0.172166,0.594767
45,12,0.015773,0.022392
45,11,0.000652,0.000761
45,10,7e-06,7e-06
45,13,0.101746,0.20746900000000001
46,18,3e-06,1.0
46,17,0.000427,0.9999330000000001
46,16,0.008817,0.99669
46,15,0.061359,0.95475
46,14,0.155907,0.7506740000000001
46,12,0.03851,0.060902
46,11,0.003145,0.0039059999999999997
46,10,7.7e-05,8.4e-05
46,13,0.143394,0.350863
47,15,0.029461,0.9842110000000001
47,16,0.002617,0.999307
47,17,5.9e-05,0.999992
47,14,0.117655,0.868329
47,10,0.000492,0.000576
47,12,0.076448,0.13735
47,9,8e-06,8e-06
