Points,Position,Probability,Cumulative
20,20,1.2e-06,1.2e-06
21,20,2.68e-05,2.8e-05
22,20,0.0004632,0.0004912
23,20,0.0039206,0.0044118
24,19,5.6e-06,5.6e-06
24,20,0.0196816,0.0240934
25,19,0.0001224,0.000128
25,20,0.063136,0.0872294
26,19,0.0011868,0.0013148
26,20,0.1349504,0.22217979999999998
26,18,1.2e-06,1.2e-06
27,18,2.62e-05,2.74e-05
27,19,0.0067266,0.0080414
27,20,0.2019504,0.4241302
28,18,0.000268,0.0002954
28,19,0.0233826,0.031424
28,20,0.2177796,0.6419098
29,20,0.1751334,0.8170432
29,18,0.0016512,0.0019466000000000002
29,19,0.055714,0.087138
30,20,0.10812,0.9251632
30,19,0.1020004,0.1891384
30,18,0.0073446,0.0092912
31,18,0.0210974,0.030388599999999998
31,19,0.140196,0.3293344
31,20,0.0503554,0.9755186
32,17,1.2e-06,1.2e-06
32,18,0.0462542,0.0766428
32,19,0.1621008,0.49143519999999996
32,20,0.0183484,0.993867
33,20,0.0052786,0.9991456
33,19,0.1860666,0.6775017999999999
33,18,0.1124682,0.18911100000000003
33,17,0.0070116,0.0070128
33,16,1.88e-05,1.88e-05
34,16,0.0033544,0.0033732
34,17,0.1300314,0.1370442
34,18,0.3358854,0.5249964
34,19,0.2139976,0.8914994
34,20,0.0008044,0.99995
35,20,4.86e-05,0.9999986
35,19,0.0944322,0.9859316
35,18,0.3228416,0.8478380000000001
35,15,1.6e-06,1.6e-06
35,16,0.0374668,0.04084
35,17,0.298664,0.43570819999999993
36,15,6.7e-05,6.86e-05
36,16,0.0981426,0.1389826
36,17,0.2192222,0.6549303999999999
36,18,0.0942738,0.9421118
36,19,0.0107346,0.9966662
36,20,1.4e-06,1.0
37,15,0.0006404,0.000709
37,16,0.1929416,0.3319242
37,17,0.2162136,0.8711439999999999
37,18,0.0507036,0.9928154
37,19,0.0032802,0.9999464
38,18,0.0061798,0.9989952000000001
38,17,0.0870622,0.9582062
38,19,5.02e-05,0.9999966
38,15,0.0039066,0.004615599999999999
38,14,4e-07,4e-07
38,16,0.2195008,0.551425
39,14,8.8e-06,9.2e-06
39,15,0.0135658,0.0181814
39,16,0.1840374,0.7354624
39,17,0.0306084,0.9888146
39,18,0.0009104,0.9999056000000001
39,19,3.4e-06,1.0
40,18,8.78e-05,0.9999934
40,17,0.0087376,0.9975522
40,15,0.035099,0.0532804
40,14,8.6e-05,9.520000000000001e-05
40,16,0.1285658,0.8640282
41,13,3e-06,3e-06
41,14,0.0012136,0.0013088
41,15,0.0746076,0.127888
41,16,0.0787404,0.9427686
41,17,0.0020478,0.9995999999999999
41,18,6.4e-06,0.9999998
42,18,2e-07,1.0
42,16,0.0358712,0.9786398
42,17,0.0003456,0.9999456
42,14,0.0053,0.0066088
42,15,0.1130316,0.2409196
42,13,4.32e-05,4.62e-05
43,16,0.016699,0.9953388
43,15,0.2433466,0.4842662
43,17,5.12e-05,0.9999967999999999
43,13,0.0014458,0.0014919999999999998
43,12,5.6e-06,5.6e-06
43,14,0.060104,0.0667128
44,12,0.0001092,0.0001148
44,13,0.0097582,0.0112502
44,14,0.1536446,0.22035739999999998
44,15,0.2394616,0.7237278
44,16,0.0037286,0.9990674
44,17,3e-06,0.9999998
45,16,0.0008556,0.999923
45,17,2e-07,1.0
45,14,0.2315202,0.4518776
45,15,0.1656548,0.8893826
45,12,0.0012622,0.001377
45,11,5.6e-06,5.6e-06
45,13,0.0385104,0.0497606
46,16,7.34e-05,0.9999964
46,14,0.3156084,0.767486
46,13,0.1450786,0.1948392
46,15,0.098906,0.9882886
46,11,0.0003772,0.0003828
46,10,8e-07,8e-07
46,12,0.0148774,0.016254400000000002
47,15,0.0098768,0.9981654
47,10,2.92e-05,3e-05
47,11,0.0048594,0.0052422
47,12,0.069775,0.0860294
47,13,0.2487066,0.4435458
47,14,0.149586,0.917072
47,16,3e-06,0.9999994
48,14,0.0642482,0.9813202
48,15,0.001624,0.9997893999999999
48,13,0.3107088,0.7542546
48,16,6e-07,1.0
48,11,0.069518,0.0747602
48,9,5.5e-05,5.5e-05
48,12,0.253612,0.3396414
48,10,0.0063432,0.0063732
49,15,0.0002094,0.9999988
49,8,4.2e-06,4.2e-06
49,9,0.0007714,0.0008264
49,10,0.0263512,0.0327244
49,11,0.142911,0.2176712
49,12,0.2644822,0.6041236000000001
49,13,0.1621028,0.9163574
49,14,0.0163704,0.9976906
50,15,1.2e-06,1.0
50,14,0.0021588,0.9998494
50,13,0.0700636,0.986421
50,12,0.2578154,0.861939
50,9,0.007511,0.0083374
50,10,0.1117276,0.144452
50,8,9.48e-05,9.9e-05
50,11,0.2976146,0.5152858
51,11,0.2679272,0.7832129999999999
51,13,0.0122022,0.9986232
51,12,0.1069988,0.9689378
51,14,0.0001448,0.9999942
51,10,0.209266,0.353718
51,8,0.0010256,0.0011246
51,7,6e-07,6e-07
51,9,0.0331718,0.0415092
52,13,0.001218,0.9998412
52,12,0.0228712,0.991809
52,11,0.117946,0.901159
52,14,5.8e-06,1.0
52,9,0.0739096,0.11541880000000002
52,8,0.005263,0.0063876
52,7,7.8e-06,8.4e-06
52,10,0.1946414,0.5483594
53,7,0.0001156,0.000124
53,8,0.0216516,0.0280392
53,9,0.1570614,0.27248019999999995
53,10,0.2318824,0.7802418
53,11,0.078271,0.97943
53,12,0.007538,0.999347
53,13,0.000156,0.9999972
54,11,0.0170688,0.9964988
54,13,2.8e-06,1.0
54,12,0.000613,0.9999600000000001
54,10,0.1249498,0.9051916
54,8,0.0568976,0.0849368
54,9,0.1961984,0.46867859999999995
54,7,0.0010912,0.0012152
54,6,3.6e-06,3.6e-06
55,6,4.02e-05,4.38e-05
55,7,0.0060104,0.0072256
55,8,0.1097968,0.1947336
55,9,0.2030478,0.6717264
55,10,0.063741,0.9689326
55,11,0.0028682,0.999367
55,12,3.56e-05,0.9999956
56,12,4.4e-06,1.0
56,11,0.0006046,0.9999716
56,10,0.0227834,0.991716
56,9,0.160402,0.8321284
56,5,2.4e-06,2.4e-06
56,7,0.0254894,0.032715
56,6,0.0005504,0.0005942
56,8,0.175412,0.3701456
57,10,0.0073438,0.9990597999999999
