Points,Position,Probability,Cumulative
14,20,5e-06,5e-06
15,20,6.26e-05,6.76e-05
16,20,0.000548,0.0006156
17,20,0.0028668,0.0034824
18,20,0.010914,0.0143964
19,20,0.0304268,0.0448232
20,20,0.065595,0.1104182
21,20,0.110971,0.2213892
22,20,0.1510386,0.3724278
23,20,0.1681566,0.5405844
24,20,0.1568194,0.6974038
25,20,0.1237396,0.8211434
26,20,0.0840446,0.905188
27,19,2e-07,2e-07
27,20,0.0499194,0.9551073999999999
28,19,5.36e-05,5.38e-05
28,20,0.0257336,0.980841
29,18,4e-07,4e-07
29,19,0.0017452,0.0017989999999999998
29,20,0.0118512,0.9926922
30,20,0.0048252,0.9975174
30,18,5.8e-06,6.2e-06
30,19,0.0071766,0.0089756
31,18,0.0001096,0.0001158
31,19,0.0249334,0.033909
31,20,0.0017426,0.99926
32,17,3.8e-06,3.8e-06
32,18,0.0015434,0.0016592
32,19,0.06897,0.102879
32,20,0.0005482,0.9998082
33,17,0.0001786,0.00018240000000000002
33,20,0.0001596,0.9999678
33,19,0.1460662,0.2489452
33,16,2e-07,2e-07
33,18,0.0131312,0.0147904
34,19,0.252186,0.5011312
34,16,4.44e-05,4.46e-05
34,17,0.0046126,0.004795
34,18,0.0741798,0.0889702
34,20,2.74e-05,0.9999952
35,19,0.277152,0.7782832
35,18,0.2280678,0.317038
35,20,4.2e-06,0.9999994
35,16,0.0022416,0.0022862
35,15,5e-06,5e-06
35,17,0.0465434,0.0513384
36,14,1e-06,1e-06
36,15,0.000713,0.000718
36,16,0.0311932,0.0334794
36,17,0.1960354,0.2473738
36,18,0.3486888,0.6657268000000001
36,19,0.167568,0.9458512
36,20,6e-07,1.0
37,19,0.0480066,0.9938578
37,18,0.2456458,0.9113726
37,17,0.3504248,0.5977986
37,16,0.1551064,0.1885858
37,14,8.24e-05,8.34e-05
37,15,0.0153298,0.0160478
38,13,7.2e-06,7.2e-06
38,14,0.0020666,0.00215
38,15,0.092664,0.1087118
38,16,0.3128862,0.501472
38,17,0.2757774,0.8735759999999999
38,18,0.0769674,0.98834
38,19,0.0058624,0.9997202000000001
39,19,0.0002758,0.999996
39,18,0.0108888,0.9992288
39,17,0.10355,0.9771259999999999
39,14,0.0168844,0.0190344
39,15,0.2235098,0.3322216
39,13,0.0002014,0.0002086
39,16,0.2933542,0.7948262
40,18,0.0007422,0.999971
40,17,0.0203356,0.9974616
40,16,0.1481824,0.9430086
40,19,4e-06,1.0
40,14,0.0589976,0.07803199999999999
40,13,0.0022524,0.002461
40,12,1.74e-05,1.74e-05
40,15,0.277288,0.6095096
41,12,0.0002194,0.00023679999999999998
41,13,0.011216,0.013677
41,14,0.1187706,0.1968026
41,15,0.212537,0.8220466
41,16,0.0460154,0.989024
41,17,0.002365,0.9998266
41,18,2.8e-05,0.999999
42,16,0.0094672,0.9984912
42,18,1e-06,1.0
42,17,0.000167,0.9999935999999999
42,15,0.1141154,0.9361619999999999
42,14,0.1661742,0.3629768
42,13,0.0337238,0.0474008
42,12,0.0014768,0.0017135999999999998
42,11,4e-06,4e-06
43,16,0.001366,0.9998572
43,15,0.045625,0.981787
43,14,0.1820948,0.5450716
43,17,6.4e-06,1.0
43,12,0.0063356,0.0080492
43,11,5.04e-05,5.44e-05
43,10,2e-07,2e-07
43,13,0.0725642,0.11996499999999999
44,10,2e-06,2.2e-06
44,11,0.0004326,0.000487
44,12,0.0199066,0.0279558
44,13,0.1213948,0.24135979999999999
44,14,0.1667548,0.7118264
44,15,0.0141292,0.9959162
44,16,0.0001336,0.9999908000000001
45,15,0.0033694,0.9992856
45,16,8.8e-06,0.9999996
45,14,0.1300228,0.8418492
45,13,0.1657882,0.40714799999999995
45,11,0.002437,0.002924
45,10,2.22e-05,2.44e-05
45,9,2e-07,2e-07
45,12,0.0488384,0.07679419999999999
46,16,4e-07,1.0
46,14,0.0850308,0.92688
46,13,0.1860496,0.5931976
46,15,0.0006168,0.9999024
46,11,0.0099706,0.012894599999999999
46,10,0.0002418,0.0002662
46,9,2e-06,2.2e-06
46,12,0.0958114,0.17260560000000003
47,15,9e-05,0.9999924
47,8,2e-07,2e-07
47,9,2.44e-05,2.66e-05
47,10,0.0017188,0.001985
47,11,0.0317482,0.044642799999999996
47,12,0.1521684,0.324774
47,13,0.1699836,0.7631812
47,14,0.0458256,0.9727056
48,14,0.0194466,0.9921522
48,13,0.1242078,0.887389
48,15,6.6e-06,0.999999
48,12,0.193076,0.51785
48,11,0.0760714,0.1207142
48,10,0.0084308,0.0104158
48,9,0.0002786,0.0003052
48,8,3e-06,3.2e-06
